transaction_id,transaction_date,customer_id,product_name,quantity,price,payment_method,transaction_status,standardized_product_name,total_amount,value_tier,transaction_day_of_week,Manager,Branch,City,Country,lat,lon,transaction_month,order_period_num,cohort_month,cohort_index
T6425,2023-10-21,C3505,Headphones,1.0,528.3910851569777,creditcard,failed,Smartphone,528.3910851569777,Low,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-10,24286,2022-03,19
T66047,2022-07-10,C3100,Tablet,9.0,519.1465190119866,cash,complete,Tablet,4672.31867110788,Medium,Sunday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-07,24271,2020-05,26
T6429,2021-05-19,C2794,Co,1.0,388.12392819174073,paypal,completed,Coffee Machine,388.12392819174073,Low,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2021-05,24257,2020-05,12
T6435,2024-07-05,C1536,He,7.0,613.9788831904372,creditcard,not specified,Headphones,4297.85218233306,Medium,Friday,John,Branch B,Vienna,Austria,48.2082,16.3738,2024-07,24295,2020-11,44
T6436,2021-02-25,C554,Headphones,1.0,391.7854030153837,creditcard,complete,Smartphone,391.7854030153837,Low,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-02,24254,2020-01,13
T6438,2020-02-18,C4346,Coffee Machine,1.0,563.14,paypal,failed,Coffee Machine,563.14,Low,Tuesday,John,Branch B,Berlin,Germany,52.52,13.405,2020-02,24242,2020-02,0
T6440,2022-07-29,C3115,Headphones,6.0,528.3910851569777,creditcard,completed,Smartphone,3170.3465109418667,Medium,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-07,24271,2021-12,7
T6442,2020-06-17,C3006,Tablet,9.0,646.8603535641281,creditcard,failed,Tablet,5821.743182077153,Medium,Wednesday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-06,24246,2020-06,0
T6443,2025-01-30,C092,Laptop,548.0,573.4187596169506,paypal,failed,Laptop,314233.48027008894,High,Thursday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2025-01,24301,2020-02,59
T6444,2021-12-31,C4693,Smartphone,945.0,335.5763880388037,paypal,failed,Smartphone,317119.6866966695,High,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-12,24264,2020-06,18
T6450,2024-06-01,C3657,Smartphone,5.0,140.61531941336884,creditcard,complete,Smartphone,703.0765970668442,Medium,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-06,24294,2020-03,51
T6452,2021-05-01,C1070,Cof,6.0,949.1294991181276,creditcard,complete,Coffee Machine,5694.776994708765,Medium,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2021-05,24257,2020-12,5
T6458,2020-12-11,C4724,Smartphone,1.0,527.445927875622,creditcard,completed,Smartphone,527.445927875622,Low,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-12,24252,2020-10,2
T6464,2023-06-30,C2321,Headphones,1.0,528.3910851569777,paypal,pending,Smartphone,528.3910851569777,Low,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-06,24282,2023-06,0
T6470,2023-10-14,C4036,Headphones,774.0,192.17937853024904,paypal,pending,Smartphone,148746.83898241277,High,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-10,24286,2020-08,38
T6473,2023-12-26,C155,Laptop,392.0,524.3963263783307,paypal,completed,Laptop,205563.35994030564,High,Tuesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2023-12,24288,2020-05,43
T6479,2025-01-20,C1008,Headphones,764.0,528.3910851569777,paypal,completed,Smartphone,403690.789059931,High,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2025-01,24301,2022-09,28
T6481,2022-06-07,C359,Smartphone,583.0,134.70179950311774,creditcard,completed,Smartphone,78531.14911031764,High,Tuesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-06,24270,2020-09,21
T6484,2023-02-23,C3211,Laptop,1.0,524.3963263783307,creditcard,complete,Laptop,524.3963263783307,Low,Thursday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2023-02,24278,2020-02,36
T6491,2023-05-26,C1356,Tablet,1.0,519.1465190119866,paypal,complete,Tablet,519.1465190119866,Low,Friday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-05,24281,2020-01,40
T6493,2023-03-05,C2801,Laptop,1.0,524.3963263783307,creditcard,complete,Laptop,524.3963263783307,Low,Sunday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2023-03,24279,2020-04,35
T6496,2023-02-14,C4196,Smartphone,1.0,527.445927875622,paypal,completed,Smartphone,527.445927875622,Low,Tuesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-02,24278,2020-10,28
T6499,2022-07-09,C4983,Headphones,7.0,528.3910851569777,creditcard,pending,Smartphone,3698.7375960988443,Medium,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-07,24271,2020-08,23
T6500,2023-05-27,C894,Laptop,1.0,524.3963263783307,creditcard,not specified,Laptop,524.3963263783307,Low,Saturday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2023-05,24281,2020-09,32
T6501,2022-09-10,C2529,Headph,1.0,226.74620540605733,creditcard,failed,Headphones,226.74620540605733,Low,Saturday,John,Branch B,Vienna,Austria,48.2082,16.3738,2022-09,24273,2021-01,20
T6503,2022-05-24,C3991,Laptop,5.0,524.3963263783307,cash,pending,Laptop,2621.9816318916537,Medium,Tuesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-05,24269,2022-05,0
T6506,2022-06-18,C3445,Coffee Machine,423.0,520.8493387401068,creditcard,completed,Coffee Machine,220319.27028706516,High,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2022-06,24270,2020-04,26
T6510,2021-09-24,C1290,Smartphone,812.0,406.4031974713927,cash,failed,Smartphone,329999.39634677087,High,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-09,24261,2020-06,15
T6511,2020-01-19,C4116,Laptop,4.0,326.65694935144995,creditcard,completed,Laptop,1306.6277974057998,Medium,Sunday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2020-01,24241,2020-01,0
T6516,2021-11-18,C1493,Smartphone,4.0,527.445927875622,creditcard,failed,Smartphone,2109.783711502488,Medium,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-11,24263,2020-08,15
T6524,2022-05-28,C2116,Headphones,1.0,528.3910851569777,creditcard,complete,Smartphone,528.3910851569777,Low,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-05,24269,2020-04,25
T6528,2021-08-24,C4639,Laptop,6.0,524.3963263783307,creditcard,completed,Laptop,3146.3779582699844,Medium,Tuesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2021-08,24260,2021-04,4
T6529,2024-09-05,C1782,Coffee Machine,423.0,520.8493387401068,creditcard,completed,Coffee Machine,220319.27028706516,High,Thursday,John,Branch B,Berlin,Germany,52.52,13.405,2024-09,24297,2022-03,30
T6534,2021-02-17,C1908,Laptop,1.0,124.98337562031288,creditcard,not specified,Laptop,124.98337562031288,Low,Wednesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2021-02,24254,2020-12,2
T6535,2020-12-27,C266,Smartphone,10.0,527.445927875622,paypal,failed,Smartphone,5274.459278756221,Medium,Sunday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-12,24252,2020-08,4
T6539,2020-02-13,C4140,Tablet,1.0,537.881489407651,cash,not specified,Tablet,537.881489407651,Low,Thursday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-02,24242,2020-02,0
T6542,2021-11-14,C4746,Smartphone,5.0,871.9076410306672,creditcard,not specified,Smartphone,4359.538205153336,Medium,Sunday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-11,24263,2021-03,8
T6549,2020-09-27,C4296,Headphones,517.0,528.3910851569777,paypal,not specified,Smartphone,273178.19102615747,High,Sunday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-09,24249,2020-09,0
T6557,2022-09-16,C4356,Laptop,190.0,524.3963263783307,paypal,completed,Laptop,99635.30201188284,High,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-09,24273,2020-05,28
T6559,2023-04-18,C2177,Tablet,1.0,229.02233182942783,paypal,not specified,Tablet,229.02233182942783,Low,Tuesday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-04,24280,2021-04,24
T6566,2023-09-21,C1845,Headphones,699.0,528.3910851569777,cash,not specified,Smartphone,369345.3685247274,High,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-09,24285,2023-09,0
T6567,2021-07-16,C2192,Coffee Machine,353.0,130.4580404458613,paypal,not specified,Coffee Machine,46051.68827738903,High,Friday,John,Branch B,Berlin,Germany,52.52,13.405,2021-07,24259,2021-01,6
T6570,2024-03-11,C972,Laptop,4.0,524.3963263783307,paypal,completed,Laptop,2097.585305513323,Medium,Monday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-03,24291,2020-08,43
T6572,2024-06-07,C1934,Smartphone,1.0,787.2499970213538,paypal,pending,Smartphone,787.2499970213538,Medium,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-06,24294,2020-04,50
T6573,2021-05-22,C1052,Coffee Machine,6.0,520.8493387401068,paypal,failed,Coffee Machine,3125.0960324406406,Medium,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2021-05,24257,2020-05,12
T6578,2020-12-17,C1001,Smartphone,1.0,527.445927875622,creditcard,not specified,Smartphone,527.445927875622,Low,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-12,24252,2020-12,0
T6579,2020-01-31,C2508,Tablet,1.0,519.1465190119866,creditcard,complete,Tablet,519.1465190119866,Low,Friday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-01,24241,2020-01,0
T6583,2022-03-27,C3782,Laptop,695.0,524.3963263783307,paypal,completed,Laptop,364455.44683293987,High,Sunday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-03,24267,2022-03,0
T6584,2023-01-31,C306,Lapt,1.0,538.144243872786,paypal,complete,Laptop,538.144243872786,Low,Tuesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2023-01,24277,2023-01,0
T6585,2020-03-02,C3712,Tablet,10.0,519.1465190119866,paypal,completed,Tablet,5191.465190119866,Medium,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-03,24243,2020-01,2
T6588,2020-10-10,C1243,Coffee Machine,1.0,520.8493387401068,cash,complete,Coffee Machine,520.8493387401068,Low,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2020-10,24250,2020-03,7
T6589,2020-12-04,C095,Smartphone,10.0,527.445927875622,cash,pending,Smartphone,5274.459278756221,Medium,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-12,24252,2020-02,10
T6590,2023-09-20,C4579,He,802.0,613.9788831904372,creditcard,not specified,Headphones,492411.0643187306,High,Wednesday,John,Branch B,Vienna,Austria,48.2082,16.3738,2023-09,24285,2020-05,40
T6597,2023-07-30,C751,Laptop,9.0,524.3963263783307,paypal,not specified,Laptop,4719.566937404977,Medium,Sunday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2023-07,24283,2021-08,23
T6602,2020-06-23,C145,Laptop,5.0,287.24139787728086,creditcard,complete,Laptop,1436.2069893864043,Medium,Tuesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2020-06,24246,2020-06,0
T6613,2020-11-19,C4675,Headphones,1.0,528.3910851569777,paypal,pending,Smartphone,528.3910851569777,Low,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-11,24251,2020-01,10
T6615,2024-03-13,C1341,Smartphone,704.0,527.445927875622,creditcard,completed,Smartphone,371321.93322443793,High,Wednesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-03,24291,2021-05,34
T6623,2024-06-20,C986,Headphones,8.0,528.3910851569777,creditcard,pending,Smartphone,4227.128681255822,Medium,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-06,24294,2021-09,33
T6628,2023-10-26,C3516,H,112.0,647.9420617503895,paypal,failed,Headphones,72569.51091604363,High,Thursday,John,Branch B,Vienna,Austria,48.2082,16.3738,2023-10,24286,2020-04,42
T6630,2025-01-06,C3242,Tablet,1.0,519.1465190119866,creditcard,failed,Tablet,519.1465190119866,Low,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2025-01,24301,2020-12,49
T6632,2022-02-16,C2464,Coffee Machine,2.0,520.8493387401068,creditcard,failed,Coffee Machine,1041.6986774802135,Medium,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2022-02,24266,2020-10,16
T6636,2021-03-24,C4885,L,394.0,516.3439865931305,paypal,completed,Laptop,203439.53071769341,High,Wednesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2021-03,24255,2020-04,11
T6642,2021-07-11,C1799,Smartphone,1.0,344.1928447871511,creditcard,failed,Smartphone,344.1928447871511,Low,Sunday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-07,24259,2020-02,17
T6644,2021-10-23,C2349,Smartphone,1.0,527.445927875622,cash,pending,Smartphone,527.445927875622,Low,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-10,24262,2021-10,0
T6646,2022-01-02,C3374,Coffee Mach,4.0,509.40662362352987,paypal,complete,Coffee Machine,2037.6264944941195,Medium,Sunday,John,Branch B,Berlin,Germany,52.52,13.405,2022-01,24265,2020-02,23
T6648,2024-09-04,C1764,Laptop,1.0,873.4258740890422,creditcard,failed,Laptop,873.4258740890422,Medium,Wednesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-09,24297,2020-03,54
T6651,2024-04-10,C4787,Coffee Machine,1.0,520.8493387401068,paypal,not specified,Coffee Machine,520.8493387401068,Low,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2024-04,24292,2021-11,29
T6652,2022-08-01,C1274,Headphones,761.0,528.3910851569777,creditcard,completed,Smartphone,402105.6158044601,High,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-08,24272,2021-12,8
T6654,2020-01-05,C2151,Headphones,1.0,528.3910851569777,creditcard,completed,Smartphone,528.3910851569777,Low,Sunday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-01,24241,2020-01,0
T6655,2023-02-16,C1405,Headphones,1.0,528.3910851569777,paypal,pending,Smartphone,528.3910851569777,Low,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-02,24278,2023-02,0
T6656,2022-05-10,C4073,Tablet,838.0,519.1465190119866,creditcard,failed,Tablet,435044.78293204476,High,Tuesday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-05,24269,2021-01,16
T6658,2022-09-22,C332,Lapt,10.0,538.144243872786,paypal,completed,Laptop,5381.44243872786,Medium,Thursday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-09,24273,2020-11,22
T6662,2020-09-10,C3646,Coffee Machine,1.0,943.3553428665646,paypal,complete,Coffee Machine,943.3553428665646,Medium,Thursday,John,Branch B,Berlin,Germany,52.52,13.405,2020-09,24249,2020-09,0
T6663,2023-11-24,C3678,Coffee Machine,813.0,422.3907075042816,paypal,pending,Coffee Machine,343403.64520098094,High,Friday,John,Branch B,Berlin,Germany,52.52,13.405,2023-11,24287,2020-04,43
T6667,2022-01-27,C4764,Coffee Machine,1.0,520.8493387401068,creditcard,completed,Coffee Machine,520.8493387401068,Low,Thursday,John,Branch B,Berlin,Germany,52.52,13.405,2022-01,24265,2020-06,19
T6668,2023-07-13,C929,Smartphone,1.0,527.445927875622,paypal,completed,Smartphone,527.445927875622,Low,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-07,24283,2020-04,39
T6674,2025-01-13,C558,Tablet,633.0,519.1465190119866,paypal,complete,Tablet,328619.7465345875,High,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2025-01,24301,2020-02,59
T6684,2021-09-01,C769,Smartph,1.0,466.8749586271331,creditcard,complete,Smartphone,466.8749586271331,Low,Wednesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-09,24261,2020-07,14
T6689,2022-09-17,C4303,Headphones,6.0,400.9612382264973,creditcard,pending,Smartphone,2405.767429358984,Medium,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-09,24273,2021-02,19
T6693,2024-01-17,C3582,Laptop,1.0,524.3963263783307,cash,completed,Laptop,524.3963263783307,Low,Wednesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-01,24289,2020-03,46
T6702,2023-10-02,C2169,Tablet,1.0,255.95497668632663,creditcard,complete,Tablet,255.95497668632663,Low,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-10,24286,2020-03,43
T6705,2021-03-10,C4436,Tablet,298.0,643.2740616437652,creditcard,completed,Tablet,191695.67036984203,High,Wednesday,Michael,Branch C,Paris,France,48.8566,2.3522,2021-03,24255,2020-08,7
T6707,2024-04-23,C588,Smartphone,5.0,527.445927875622,paypal,failed,Smartphone,2637.2296393781103,Medium,Tuesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-04,24292,2020-05,47
T6712,2024-11-11,C388,Headphone,610.0,478.103073947093,cash,completed,Smartphone,291642.8751077267,High,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-11,24299,2020-06,53
T6714,2020-05-06,C315,Smartphone,1.0,348.115636257399,creditcard,completed,Smartphone,348.115636257399,Low,Wednesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-05,24245,2020-02,3
T6716,2023-04-15,C4695,Coffee Machine,2.0,520.8493387401068,paypal,completed,Coffee Machine,1041.6986774802135,Medium,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2023-04,24280,2020-11,29
T6718,2020-05-18,C3974,Coffee Machine,1.0,520.8493387401068,creditcard,complete,Coffee Machine,520.8493387401068,Low,Monday,John,Branch B,Berlin,Germany,52.52,13.405,2020-05,24245,2020-05,0
T6719,2021-11-12,C3954,Headphones,660.0,183.01285195350331,paypal,not specified,Smartphone,120788.48228931219,High,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-11,24263,2020-07,16
T6724,2024-05-03,C4115,Smartphone,1.0,527.445927875622,cash,complete,Smartphone,527.445927875622,Low,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-05,24293,2020-03,50
T6729,2022-08-13,C217,Headphones,1.0,268.26765246223704,paypal,complete,Smartphone,268.26765246223704,Low,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-08,24272,2022-08,0
T6734,2021-07-03,C254,Smartphone,497.0,527.445927875622,cash,not specified,Smartphone,262140.62615418414,High,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-07,24259,2021-06,1
T6735,2024-01-23,C2528,Tablet,1.0,488.640913232052,paypal,completed,Tablet,488.640913232052,Low,Tuesday,Michael,Branch C,Paris,France,48.8566,2.3522,2024-01,24289,2023-07,6
T6736,2023-10-06,C4081,Coffee Machine,1.0,520.8493387401068,creditcard,pending,Coffee Machine,520.8493387401068,Low,Friday,John,Branch B,Berlin,Germany,52.52,13.405,2023-10,24286,2020-01,45
T6737,2020-12-10,C3265,Tablet,1.0,321.88034958997355,paypal,completed,Tablet,321.88034958997355,Low,Thursday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-12,24252,2020-12,0
T6743,2020-12-26,C4121,Smartphone,9.0,527.445927875622,creditcard,pending,Smartphone,4747.013350880598,Medium,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-12,24252,2020-05,7
T6747,2022-12-05,C1591,Coffee Machine,875.0,520.8493387401068,paypal,complete,Coffee Machine,455743.1713975934,High,Monday,John,Branch B,Berlin,Germany,52.52,13.405,2022-12,24276,2022-09,3
T6749,2024-03-09,C2171,Tablet,653.0,498.995307379397,paypal,completed,Tablet,325843.9357187462,High,Saturday,Michael,Branch C,Paris,France,48.8566,2.3522,2024-03,24291,2022-04,23
T6765,2024-12-23,C4718,Coffee Machine,8.0,520.8493387401068,creditcard,completed,Coffee Machine,4166.794709920854,Medium,Monday,John,Branch B,Berlin,Germany,52.52,13.405,2024-12,24300,2020-09,51
T6766,2023-04-09,C2166,Smartphone,5.0,527.445927875622,creditcard,completed,Smartphone,2637.2296393781103,Medium,Sunday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-04,24280,2021-09,19
T6768,2024-02-18,C2705,Tablet,1.0,198.39698122893896,paypal,completed,Tablet,198.39698122893896,Low,Sunday,Michael,Branch C,Paris,France,48.8566,2.3522,2024-02,24290,2020-01,49
T6770,2022-01-01,C2246,Headphones,712.0,528.3910851569777,creditcard,complete,Smartphone,376214.45263176813,High,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-01,24265,2020-02,23
T6771,2020-08-11,C2013,Tablet,7.0,519.1465190119866,paypal,failed,Tablet,3634.025633083906,Medium,Tuesday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-08,24248,2020-04,4
T6772,2024-12-26,C3900,Smartphone,1.0,527.445927875622,paypal,pending,Smartphone,527.445927875622,Low,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-12,24300,2020-05,55
T6774,2020-07-04,C3409,Tablet,136.0,519.1465190119866,creditcard,not specified,Tablet,70603.92658563018,High,Saturday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-07,24247,2020-07,0
T6779,2020-06-12,C2999,Laptop,686.0,524.3963263783307,creditcard,complete,Laptop,359735.8798955349,High,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2020-06,24246,2020-06,0
T6784,2023-05-08,C2276,Tablet,1.0,519.1465190119866,creditcard,pending,Tablet,519.1465190119866,Low,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-05,24281,2020-03,38
T6785,2023-11-04,C4138,Laptop,1.0,524.3963263783307,creditcard,complete,Laptop,524.3963263783307,Low,Saturday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2023-11,24287,2020-08,39
T6788,2021-01-26,C4355,Smartphone,109.0,251.05195533934037,cash,failed,Smartphone,27364.6631319881,High,Tuesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-01,24253,2021-01,0
T6791,2023-10-20,C4258,Coffee Machine,5.0,520.8493387401068,cash,failed,Coffee Machine,2604.246693700534,Medium,Friday,John,Branch B,Berlin,Germany,52.52,13.405,2023-10,24286,2020-05,41
T6792,2020-07-22,C1297,Smartphone,158.0,121.19890974979494,cash,not specified,Smartphone,19149.4277404676,High,Wednesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-07,24247,2020-07,0
T6794,2020-11-29,C1332,Coffee Machine,818.0,520.8493387401068,paypal,completed,Coffee Machine,426054.75908940734,High,Sunday,John,Branch B,Berlin,Germany,52.52,13.405,2020-11,24251,2020-01,10
T6796,2020-02-18,C1594,Coffee Machine,3.0,520.8493387401068,creditcard,pending,Coffee Machine,1562.5480162203203,Medium,Tuesday,John,Branch B,Berlin,Germany,52.52,13.405,2020-02,24242,2020-02,0
T6805,2021-07-15,C2055,Tablet,1.0,524.5242174394809,cash,complete,Tablet,524.5242174394809,Low,Thursday,Michael,Branch C,Paris,France,48.8566,2.3522,2021-07,24259,2021-07,0
T6807,2024-06-18,C959,Laptop,1.0,524.3963263783307,paypal,completed,Laptop,524.3963263783307,Low,Tuesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-06,24294,2020-08,46
T6808,2020-05-30,C412,Smartphone,1.0,404.56735418226816,creditcard,not specified,Smartphone,404.56735418226816,Low,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-05,24245,2020-05,0
T6809,2022-02-11,C3195,Headphones,778.0,528.3910851569777,creditcard,complete,Smartphone,411088.26425212866,High,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-02,24266,2022-02,0
T6810,2023-06-21,C4480,Laptop,607.0,524.3963263783307,paypal,completed,Laptop,318308.5701116468,High,Wednesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2023-06,24282,2020-06,36
T6811,2023-01-25,C4366,Headphones,294.0,528.3910851569777,paypal,not specified,Smartphone,155346.97903615146,High,Wednesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-01,24277,2022-05,8
T6813,2023-03-24,C2339,Tablet,7.0,520.01,creditcard,completed,Tablet,3640.0699999999997,Medium,Friday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-03,24279,2020-03,36
T6814,2023-10-28,C234,Coffee Machine,1.0,520.8493387401068,creditcard,complete,Coffee Machine,520.8493387401068,Low,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2023-10,24286,2021-03,31
T6820,2020-11-27,C2420,Tablet,460.0,519.1465190119866,cash,failed,Tablet,238807.39874551384,High,Friday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-11,24251,2020-11,0
T6821,2020-07-01,C3619,Tablet,1.0,519.1465190119866,creditcard,complete,Tablet,519.1465190119866,Low,Wednesday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-07,24247,2020-02,5
T6827,2024-12-24,C788,Laptop,280.0,524.3963263783307,creditcard,completed,Laptop,146830.97138593261,High,Tuesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-12,24300,2020-03,57
T6828,2022-04-10,C1664,Laptop,752.0,755.4967479850484,creditcard,completed,Laptop,568133.5544847564,High,Sunday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-04,24268,2020-08,20
T6829,2021-10-29,C2463,Laptop,1.0,524.3963263783307,paypal,completed,Laptop,524.3963263783307,Low,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2021-10,24262,2020-02,20
T6832,2023-11-09,C4531,Smartphone,6.0,894.2536011669054,cash,completed,Smartphone,5365.521607001432,Medium,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-11,24287,2021-04,31
T6836,2021-08-19,C3842,Smartphone,5.0,527.445927875622,creditcard,failed,Smartphone,2637.2296393781103,Medium,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-08,24260,2020-12,8
T6849,2022-12-23,C1770,Coffee Machine,1.0,520.8493387401068,paypal,complete,Coffee Machine,520.8493387401068,Low,Friday,John,Branch B,Berlin,Germany,52.52,13.405,2022-12,24276,2020-01,35
T6851,2022-03-02,C1139,Laptop,1.0,120.9603681961657,creditcard,completed,Laptop,120.9603681961657,Low,Wednesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-03,24267,2021-02,13
T6855,2022-07-08,C1928,Smart,8.0,639.7335041059188,creditcard,completed,Smartphone,5117.86803284735,Medium,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-07,24271,2020-05,26
T6860,2022-10-08,C732,Laptop,1.0,524.3963263783307,creditcard,not specified,Laptop,524.3963263783307,Low,Saturday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-10,24274,2020-07,27
T6868,2022-02-14,C3140,Laptop,1.0,918.452180562472,creditcard,not specified,Laptop,918.452180562472,Medium,Monday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-02,24266,2020-02,24
T6869,2020-09-24,C1450,Tablet,6.0,519.1465190119866,creditcard,completed,Tablet,3114.8791140719195,Medium,Thursday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-09,24249,2020-01,8
T6871,2024-07-09,C1022,Coffee Machine,537.0,860.4463739401094,paypal,pending,Coffee Machine,462059.7028058388,High,Tuesday,John,Branch B,Berlin,Germany,52.52,13.405,2024-07,24295,2023-05,14
