transaction_id,transaction_date,customer_id,product_name,quantity,price,payment_method,transaction_status,total_amount,value_tier,transaction_day_of_week,Manager,Branch,City,Country,lat,lon,transaction_month,order_period_num,cohort_month,cohort_index
T1834,2024-06-07,C278,Laptop,775.0,524.3963263783307,Paypal,Not specified,406407.1529432063,High,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-06,24294,2021-07,35
T1840,2023-09-16,C1346,Coffee Machine,5.0,520.8493387401068,Creditcard,Pending,2604.246693700534,Medium,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2023-09,24285,2020-11,34
T1843,2020-01-24,C1566,Coffee Machine,859.0,531.52,Cash,Completed,456575.68,High,Friday,John,Branch B,Berlin,Germany,52.52,13.405,2020-01,24241,2020-01,0
T1844,2020-10-10,C3449,Smartphone,1.0,527.445927875622,Cash,Pending,527.445927875622,Low,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-10,24250,2020-10,0
T1847,2022-01-22,C2345,Coffee Machine,10.0,941.9374860767352,Creditcard,Failed,9419.374860767351,High,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2022-01,24265,2020-12,13
T1852,2021-07-16,C2960,Tablet,1.0,316.789634922246,Paypal,Completed,316.789634922246,Low,Friday,Michael,Branch C,Paris,France,48.8566,2.3522,2021-07,24259,2021-01,6
T1854,2024-02-10,C4894,Laptop,7.0,524.3963263783307,Paypal,Completed,3670.774284648315,Medium,Saturday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-02,24290,2020-10,40
T1856,2022-04-05,C146,Laptop,710.0,524.3963263783307,Paypal,Failed,372321.3917286148,High,Tuesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-04,24268,2021-07,9
T1857,2021-12-17,C2010,Smartphone,10.0,527.445927875622,Paypal,Failed,5274.459278756221,Medium,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-12,24264,2021-12,0
T1860,2020-01-04,C3853,Smartphone,1.0,527.445927875622,Paypal,Not specified,527.445927875622,Low,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-01,24241,2020-01,0
T1863,2023-10-04,C3356,Headphones,432.0,62.08412892835336,Cash,Completed,26820.34369704865,High,Wednesday,John,Branch B,Vienna,Austria,48.2082,16.3738,2023-10,24286,2020-11,35
T1864,2024-03-06,C4234,Headphones,1.0,528.3910851569777,Paypal,Completed,528.3910851569777,Low,Wednesday,John,Branch B,Vienna,Austria,48.2082,16.3738,2024-03,24291,2022-03,24
T1866,2020-04-20,C1683,Smartphone,1.0,654.5264952165993,Paypal,Pending,654.5264952165993,Medium,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-04,24244,2020-04,0
T1869,2021-11-20,C2362,Smartphone,1.0,527.445927875622,Creditcard,Pending,527.445927875622,Low,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-11,24263,2020-02,21
T1874,2022-04-19,C1043,Headphones,1.0,528.3910851569777,Creditcard,Completed,528.3910851569777,Low,Tuesday,John,Branch B,Vienna,Austria,48.2082,16.3738,2022-04,24268,2020-02,26
T1875,2024-12-12,C2378,Tablet,294.0,519.1465190119866,Paypal,Completed,152629.07658952405,High,Thursday,Michael,Branch C,Paris,France,48.8566,2.3522,2024-12,24300,2020-02,58
T1877,2021-11-13,C4068,Coffee Machine,1.0,481.99441534090937,Creditcard,Not specified,481.99441534090937,Low,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2021-11,24263,2020-02,21
T1882,2023-12-04,C1051,Smartphone,1.0,541.5701233820571,Cash,Failed,541.5701233820571,Low,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-12,24288,2021-07,29
T1886,2023-10-16,C1557,Tablet,6.0,519.1465190119866,Paypal,Pending,3114.8791140719195,Medium,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-10,24286,2021-01,33
T1893,2023-05-22,C3742,Tablet,8.0,519.1465190119866,Paypal,Completed,4153.172152095893,Medium,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-05,24281,2020-02,39
T1895,2020-07-09,C962,Headphones,169.0,334.1139633214903,Creditcard,Pending,56465.259801331864,High,Thursday,John,Branch B,Vienna,Austria,48.2082,16.3738,2020-07,24247,2020-04,3
T1896,2022-02-11,C2830,Laptop,2.0,524.3963263783307,Paypal,Completed,1048.7926527566615,Medium,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-02,24266,2021-03,11
T1899,2022-09-05,C2406,Tablet,1.0,818.5581479468024,Creditcard,Completed,818.5581479468024,Medium,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-09,24273,2020-03,30
T1901,2023-11-04,C3335,Coffee Machine,969.0,937.0916473569714,Paypal,Completed,908041.8062889053,High,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2023-11,24287,2020-02,45
T1911,2024-04-10,C1664,Smartphone,1.0,321.1027046536628,Creditcard,Completed,321.1027046536628,Low,Wednesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-04,24292,2020-08,44
T1916,2024-07-13,C1720,Laptop,7.0,524.3963263783307,Creditcard,Completed,3670.774284648315,Medium,Saturday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-07,24295,2020-04,51
T1917,2021-06-27,C591,Headphones,426.0,528.3910851569777,Paypal,Completed,225094.60227687252,High,Sunday,John,Branch B,Vienna,Austria,48.2082,16.3738,2021-06,24258,2020-03,15
T1924,2024-03-24,C3185,Tablet,4.0,475.5248452655071,Creditcard,Completed,1902.0993810620284,Medium,Sunday,Michael,Branch C,Paris,France,48.8566,2.3522,2024-03,24291,2020-03,48
T1932,2023-11-14,C701,Laptop,1.0,524.3963263783307,Cash,Completed,524.3963263783307,Low,Tuesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2023-11,24287,2020-10,37
T1938,2022-09-23,C2114,Laptop,8.0,612.0199691406141,Creditcard,Completed,4896.159753124913,Medium,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-09,24273,2020-04,29
T1940,2024-03-12,C1553,Coffee Machine,647.0,520.8493387401068,Creditcard,Completed,336989.5221648491,High,Tuesday,John,Branch B,Berlin,Germany,52.52,13.405,2024-03,24291,2020-03,48
T1942,2020-10-13,C920,Tablet,1.0,519.1465190119866,Creditcard,Completed,519.1465190119866,Low,Tuesday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-10,24250,2020-04,6
T1947,2024-08-13,C4363,Headphones,9.0,596.0500050265081,Paypal,Not specified,5364.450045238573,Medium,Tuesday,John,Branch B,Vienna,Austria,48.2082,16.3738,2024-08,24296,2020-02,54
T1951,2024-09-04,C4502,Laptop,716.0,524.3963263783307,Creditcard,Pending,375467.7696868848,High,Wednesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-09,24297,2021-07,38
T1956,2024-05-12,C1186,Coffee Machine,447.0,520.8493387401068,Creditcard,Pending,232819.65441682772,High,Sunday,John,Branch B,Berlin,Germany,52.52,13.405,2024-05,24293,2020-02,51
T39985,2023-03-04,C4697,Coffee Machine,5.0,520.8493387401068,Paypal,Not specified,2604.246693700534,Medium,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2023-03,24279,2021-02,25
T1965,2021-07-29,C1140,Coffee Machine,1.0,520.8493387401068,Paypal,Completed,520.8493387401068,Low,Thursday,John,Branch B,Berlin,Germany,52.52,13.405,2021-07,24259,2021-02,5
T1969,2024-11-16,C4912,Smartphone,940.0,823.4842765869007,Paypal,Pending,774075.2199916866,High,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-11,24299,2021-07,40
T1973,2024-04-27,C4773,Coffee Machine,1.0,520.8493387401068,Cash,Failed,520.8493387401068,Low,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2024-04,24292,2021-06,34
T1976,2022-02-24,C2507,Smartphone,1.0,966.7639043416376,Creditcard,Completed,966.7639043416376,Medium,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-02,24266,2020-02,24
T1977,2020-11-09,C314,Tablet,240.0,519.1465190119866,Paypal,Not specified,124595.16456287677,High,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-11,24251,2020-06,5
T1981,2021-10-24,C4931,Smartphone,632.0,618.3200478863452,Creditcard,Pending,390778.27026417013,High,Sunday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2021-10,24262,2020-09,13
T1982,2023-05-11,C2421,Laptop,10.0,524.3963263783307,Paypal,Completed,5243.963263783307,Medium,Thursday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2023-05,24281,2022-08,9
T1993,2023-08-22,C1208,Coffee Machine,7.0,329.2081054073638,Paypal,Not specified,2304.4567378515467,Medium,Tuesday,John,Branch B,Berlin,Germany,52.52,13.405,2023-08,24284,2020-02,42
T1995,2023-12-28,C2969,Laptop,7.0,916.1604634727312,Paypal,Completed,6413.1232443091185,High,Thursday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2023-12,24288,2022-05,19
T1997,2020-07-05,C1818,Headphones,7.0,528.3910851569777,Paypal,Completed,3698.7375960988443,Medium,Sunday,John,Branch B,Vienna,Austria,48.2082,16.3738,2020-07,24247,2020-03,4
T2001,2020-09-23,C1356,Coffee Machine,7.0,520.8493387401068,Paypal,Pending,3645.9453711807473,Medium,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2020-09,24249,2020-01,8
T2002,2024-10-01,C207,Coffee Machine,4.0,520.8493387401068,Cash,Completed,2083.397354960427,Medium,Tuesday,John,Branch B,Berlin,Germany,52.52,13.405,2024-10,24298,2024-10,0
T2003,2022-04-12,C1355,Laptop,10.0,524.3963263783307,Paypal,Pending,5243.963263783307,Medium,Tuesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-04,24268,2021-08,8
T2004,2022-08-31,C1206,Laptop,1.0,524.3963263783307,Paypal,Pending,524.3963263783307,Low,Wednesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-08,24272,2020-04,28
T2007,2023-11-30,C1584,Smartphone,1.0,527.445927875622,Creditcard,Completed,527.445927875622,Low,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-11,24287,2020-02,45
T2012,2023-01-02,C338,Headphones,6.0,670.4798913854338,Paypal,Completed,4022.879348312603,Medium,Monday,John,Branch B,Vienna,Austria,48.2082,16.3738,2023-01,24277,2021-05,20
T2017,2020-08-25,C3751,Coffee Machine,1.0,219.7699532015301,Paypal,Failed,219.7699532015301,Low,Tuesday,John,Branch B,Berlin,Germany,52.52,13.405,2020-08,24248,2020-07,1
T2018,2024-10-09,C3486,Tablet,1.0,513.3595003784812,Creditcard,Not specified,513.3595003784812,Low,Wednesday,Michael,Branch C,Paris,France,48.8566,2.3522,2024-10,24298,2021-03,43
T2019,2023-03-04,C2303,Tablet,971.0,510.9,Paypal,Completed,496083.89999999997,High,Saturday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-03,24279,2022-04,11
T2026,2022-08-10,C3217,Headphones,162.0,528.3910851569777,Paypal,Completed,85599.3557954304,High,Wednesday,John,Branch B,Vienna,Austria,48.2082,16.3738,2022-08,24272,2020-01,31
T2027,2022-01-19,C3470,Headphones,929.0,340.9197445827171,Paypal,Completed,316714.4427173442,High,Wednesday,John,Branch B,Vienna,Austria,48.2082,16.3738,2022-01,24265,2021-10,3
T2028,2020-04-02,C4887,Coffee Machine,300.0,263.8098086332297,Paypal,Pending,79142.94258996891,High,Thursday,John,Branch B,Berlin,Germany,52.52,13.405,2020-04,24244,2020-04,0
T2031,2023-12-11,C886,Tablet,1.0,519.1465190119866,Cash,Not specified,519.1465190119866,Low,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-12,24288,2021-03,33
T2032,2020-01-30,C1241,Coffee Machine,1.0,571.2409221017474,Creditcard,Completed,571.2409221017474,Medium,Thursday,John,Branch B,Berlin,Germany,52.52,13.405,2020-01,24241,2020-01,0
T5456,2022-11-01,C1548,Tablet,530.0,519.1465190119866,Paypal,Pending,275147.6550763529,High,Tuesday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-11,24275,2021-02,21
T2038,2023-12-17,C964,Smartphone,354.0,649.5029545716259,Creditcard,Failed,229924.04591835555,High,Sunday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-12,24288,2020-01,47
T2042,2022-12-26,C2224,Coffee Machine,1.0,520.8493387401068,Creditcard,Completed,520.8493387401068,Low,Monday,John,Branch B,Berlin,Germany,52.52,13.405,2022-12,24276,2021-01,23
T2044,2021-06-13,C4877,Headphones,1.0,528.3910851569777,Creditcard,Completed,528.3910851569777,Low,Sunday,John,Branch B,Vienna,Austria,48.2082,16.3738,2021-06,24258,2020-01,17
T2047,2021-10-12,C4009,Coffee Machine,127.0,182.03553915693743,Cash,Completed,23118.513472931052,High,Tuesday,John,Branch B,Berlin,Germany,52.52,13.405,2021-10,24262,2020-12,10
T2057,2023-01-17,C3421,Tablet,1.0,675.84,Creditcard,Completed,675.84,Medium,Tuesday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-01,24277,2020-03,34
T2061,2022-06-22,C4079,Tablet,1.0,519.1465190119866,Cash,Completed,519.1465190119866,Low,Wednesday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-06,24270,2021-01,17
T2063,2024-04-20,C2502,Headphones,6.0,528.3910851569777,Creditcard,Completed,3170.3465109418667,Medium,Saturday,John,Branch B,Vienna,Austria,48.2082,16.3738,2024-04,24292,2020-01,51
T2066,2020-08-31,C4442,Tablet,956.0,519.1465190119866,Creditcard,Not specified,496304.0721754592,High,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-08,24248,2020-08,0
T2068,2024-05-11,C1509,Laptop,305.0,689.46,Paypal,Pending,210285.30000000002,High,Saturday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-05,24293,2020-01,52
T2078,2022-02-19,C3798,Coffee Machine,1.0,520.8493387401068,Cash,Failed,520.8493387401068,Low,Saturday,John,Branch B,Berlin,Germany,52.52,13.405,2022-02,24266,2022-02,0
T2081,2021-09-02,C2204,Headphones,808.0,670.4798913854338,Creditcard,Failed,541747.7522394306,High,Thursday,John,Branch B,Vienna,Austria,48.2082,16.3738,2021-09,24261,2021-08,1
T2083,2020-07-08,C3972,Tablet,3.0,505.15993208618926,Creditcard,Completed,1515.4797962585678,Medium,Wednesday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-07,24247,2020-03,4
T2084,2021-10-22,C330,Coffee Machine,8.0,520.8493387401068,Creditcard,Completed,4166.794709920854,Medium,Friday,John,Branch B,Berlin,Germany,52.52,13.405,2021-10,24262,2020-01,21
T2086,2020-07-16,C1966,Tablet,9.0,519.1465190119866,Paypal,Not specified,4672.31867110788,Medium,Thursday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-07,24247,2020-07,0
T2089,2022-05-26,C1957,Laptop,5.0,524.3963263783307,Paypal,Not specified,2621.9816318916537,Medium,Thursday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-05,24269,2020-05,24
T2091,2020-11-16,C2106,Headphones,463.0,528.3910851569777,Paypal,Completed,244645.0724276807,High,Monday,John,Branch B,Vienna,Austria,48.2082,16.3738,2020-11,24251,2020-07,4
T2093,2024-07-02,C3173,Tablet,1.0,519.1465190119866,Creditcard,Completed,519.1465190119866,Low,Tuesday,Michael,Branch C,Paris,France,48.8566,2.3522,2024-07,24295,2021-01,42
T2101,2024-02-21,C1727,Coffee Machine,1.0,420.41934907574586,Creditcard,Pending,420.41934907574586,Low,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2024-02,24290,2020-11,39
T2108,2021-07-10,C308,Laptop,1.0,510.60906289730127,Creditcard,Completed,510.60906289730127,Low,Saturday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2021-07,24259,2020-05,14
T2111,2022-03-09,C2935,Tablet,1.0,188.3943266508864,Paypal,Failed,188.3943266508864,Low,Wednesday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-03,24267,2021-06,9
T2120,2024-03-21,C441,Smartphone,1.0,527.445927875622,Cash,Pending,527.445927875622,Low,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-03,24291,2020-12,39
T2123,2024-09-12,C2204,Headphones,3.0,528.3910851569777,Paypal,Pending,1585.1732554709333,Medium,Thursday,John,Branch B,Vienna,Austria,48.2082,16.3738,2024-09,24297,2021-08,37
T2124,2020-10-01,C3656,Tablet,6.0,519.1465190119866,Cash,Completed,3114.8791140719195,Medium,Thursday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-10,24250,2020-07,3
T2126,2022-04-07,C464,Coffee Machine,9.0,933.6613192538774,Creditcard,Completed,8402.951873284897,High,Thursday,John,Branch B,Berlin,Germany,52.52,13.405,2022-04,24268,2020-12,16
T2127,2021-08-15,C2281,Tablet,2.0,519.1465190119866,Paypal,Pending,1038.2930380239732,Medium,Sunday,Michael,Branch C,Paris,France,48.8566,2.3522,2021-08,24260,2020-06,14
T2128,2022-02-16,C1666,Smartphone,572.0,527.445927875622,Cash,Completed,301699.0707448558,High,Wednesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-02,24266,2020-03,23
T2129,2020-10-12,C1710,Smartphone,5.0,238.7784728165053,Paypal,Completed,1193.8923640825265,Medium,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-10,24250,2020-10,0
T2135,2022-05-30,C723,Headphones,1.0,528.3910851569777,Creditcard,Pending,528.3910851569777,Low,Monday,John,Branch B,Vienna,Austria,48.2082,16.3738,2022-05,24269,2020-08,21
T2140,2022-12-31,C3901,Smartphone,330.0,618.3083331886863,Paypal,Not specified,204041.7499522665,High,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-12,24276,2020-06,30
T2147,2021-12-06,C968,Laptop,1.0,109.04,Cash,Pending,109.04,Low,Monday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2021-12,24264,2020-11,13
T2154,2023-03-21,C676,Coffee Machine,9.0,520.8493387401068,Paypal,Completed,4687.644048660961,Medium,Tuesday,John,Branch B,Berlin,Germany,52.52,13.405,2023-03,24279,2020-04,35
T2157,2021-10-15,C809,Headphones,1.0,658.2404192016869,Creditcard,Completed,658.2404192016869,Medium,Friday,John,Branch B,Vienna,Austria,48.2082,16.3738,2021-10,24262,2021-04,6
T2159,2022-02-28,C2455,Smartphone,903.0,303.8642096884659,Paypal,Completed,274389.3813486847,High,Monday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-02,24266,2020-01,25
T2160,2024-02-18,C2424,Coffee Machine,768.0,520.8493387401068,Creditcard,Completed,400012.292152402,High,Sunday,John,Branch B,Berlin,Germany,52.52,13.405,2024-02,24290,2021-09,29
T2162,2021-04-09,C3420,Laptop,1.0,524.3963263783307,Creditcard,Not specified,524.3963263783307,Low,Friday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2021-04,24256,2020-07,9
T2163,2023-09-11,C869,Tablet,1.0,519.1465190119866,Paypal,Failed,519.1465190119866,Low,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-09,24285,2021-11,22
T2168,2023-03-08,C3812,Coffee Machine,2.0,332.9336743078072,Cash,Completed,665.8673486156144,Medium,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2023-03,24279,2020-03,36
T2174,2022-06-22,C4563,Coffee Machine,203.0,520.8493387401068,Paypal,Not specified,105732.41576424167,High,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2022-06,24270,2022-06,0
T2176,2023-12-06,C2741,Laptop,1.0,158.33307964677377,Creditcard,Pending,158.33307964677377,Low,Wednesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2023-12,24288,2020-03,45
T2177,2022-05-09,C641,Tablet,1.0,519.1465190119866,Creditcard,Failed,519.1465190119866,Low,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-05,24269,2020-04,25
T2180,2022-02-25,C2957,Tablet,991.0,782.5209389262127,Cash,Pending,775478.2504758767,High,Friday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-02,24266,2020-10,16
T2184,2020-12-15,C2068,Coffee Machine,7.0,308.6026636311444,Creditcard,Not specified,2160.218645418011,Medium,Tuesday,John,Branch B,Berlin,Germany,52.52,13.405,2020-12,24252,2020-12,0
T2185,2023-12-17,C2074,Laptop,1.0,524.3963263783307,Creditcard,Completed,524.3963263783307,Low,Sunday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2023-12,24288,2020-02,46
T2186,2020-10-28,C4819,Coffee Machine,6.0,269.6887150547435,Cash,Completed,1618.132290328461,Medium,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2020-10,24250,2020-01,9
T2188,2022-06-27,C2173,Tablet,585.0,519.1465190119866,Creditcard,Completed,303700.7136220122,High,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-06,24270,2020-12,18
T2189,2024-01-22,C2016,Laptop,1.0,524.3963263783307,Cash,Completed,524.3963263783307,Low,Monday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-01,24289,2020-01,48
T2192,2021-06-06,C2839,Coffee Machine,983.0,520.8493387401068,Paypal,Completed,511994.89998152497,High,Sunday,John,Branch B,Berlin,Germany,52.52,13.405,2021-06,24258,2021-06,0
T2196,2024-11-06,C1418,Smartphone,1.0,527.445927875622,Paypal,Not specified,527.445927875622,Low,Wednesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2024-11,24299,2020-01,58
T2199,2024-10-28,C2928,Tablet,10.0,521.4064884860782,Creditcard,Failed,5214.064884860782,Medium,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2024-10,24298,2023-01,21
T2202,2021-06-02,C3717,Coffee Machine,5.0,520.8493387401068,Creditcard,Failed,2604.246693700534,Medium,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2021-06,24258,2021-06,0
T2203,2022-04-22,C117,Smartphone,403.0,527.445927875622,Paypal,Pending,212560.7089338757,High,Friday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-04,24268,2020-11,17
T2212,2022-07-06,C4709,Coffee Machine,4.0,520.8493387401068,Cash,Pending,2083.397354960427,Medium,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2022-07,24271,2021-08,11
T2213,2023-10-29,C3683,Tablet,481.0,519.1465190119866,Creditcard,Failed,249709.47564476554,High,Sunday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-10,24286,2020-03,43
T2220,2024-08-02,C3791,Coffee Machine,7.0,520.8493387401068,Creditcard,Failed,3645.9453711807473,Medium,Friday,John,Branch B,Berlin,Germany,52.52,13.405,2024-08,24296,2020-01,55
T2221,2022-05-02,C3398,Laptop,766.0,524.3963263783307,Creditcard,Not specified,401687.58600580133,High,Monday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-05,24269,2020-02,27
T2226,2020-11-26,C4310,Tablet,1.0,686.0685352873581,Paypal,Not specified,686.0685352873581,Medium,Thursday,Michael,Branch C,Paris,France,48.8566,2.3522,2020-11,24251,2020-02,9
T2227,2022-12-09,C678,Headphones,299.0,286.26,Paypal,Failed,85591.73999999999,High,Friday,John,Branch B,Vienna,Austria,48.2082,16.3738,2022-12,24276,2021-09,15
T2228,2023-04-23,C280,Coffee Machine,1.0,520.8493387401068,Creditcard,Failed,520.8493387401068,Low,Sunday,John,Branch B,Berlin,Germany,52.52,13.405,2023-04,24280,2023-04,0
T2231,2022-08-24,C2096,Coffee Machine,1.0,167.55874694547146,Paypal,Completed,167.55874694547146,Low,Wednesday,John,Branch B,Berlin,Germany,52.52,13.405,2022-08,24272,2020-11,21
T2233,2023-03-18,C4845,Smartphone,1.0,527.445927875622,Creditcard,Pending,527.445927875622,Low,Saturday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2023-03,24279,2020-03,36
T2239,2022-10-11,C4187,Headphones,9.0,528.3910851569777,Paypal,Not specified,4755.5197664128,Medium,Tuesday,John,Branch B,Vienna,Austria,48.2082,16.3738,2022-10,24274,2021-10,12
T2240,2024-06-29,C089,Laptop,4.0,524.3963263783307,Paypal,Failed,2097.585305513323,Medium,Saturday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2024-06,24294,2020-05,49
T2249,2023-02-09,C2993,Headphones,944.0,528.3910851569777,Paypal,Completed,498801.18438818696,High,Thursday,John,Branch B,Vienna,Austria,48.2082,16.3738,2023-02,24278,2022-08,6
T2253,2022-01-16,C235,Laptop,5.0,93.92626378635194,Creditcard,Failed,469.63131893175967,Low,Sunday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2022-01,24265,2020-02,23
T2254,2023-06-27,C1286,Tablet,1.0,133.93782886355586,Paypal,Completed,133.93782886355586,Low,Tuesday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-06,24282,2020-06,36
T2255,2021-09-06,C4190,Headphones,1.0,855.5388141656732,Creditcard,Completed,855.5388141656732,Medium,Monday,John,Branch B,Vienna,Austria,48.2082,16.3738,2021-09,24261,2020-01,20
T2256,2024-09-14,C4448,Tablet,1.0,519.1465190119866,Creditcard,Completed,519.1465190119866,Low,Saturday,Michael,Branch C,Paris,France,48.8566,2.3522,2024-09,24297,2020-09,48
T2267,2022-11-17,C384,Smartphone,1.0,195.03698681716327,Cash,Completed,195.03698681716327,Low,Thursday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2022-11,24275,2020-02,33
T2278,2023-05-01,C428,Tablet,1.0,950.1164342179818,Creditcard,Not specified,950.1164342179818,Medium,Monday,Michael,Branch C,Paris,France,48.8566,2.3522,2023-05,24281,2020-06,35
T2284,2020-11-15,C4399,Laptop,975.0,181.39931011647676,Cash,Not specified,176864.32736356484,High,Sunday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2020-11,24251,2020-11,0
T2286,2020-08-26,C3382,Smartphone,560.0,527.445927875622,Creditcard,Not specified,295369.71961034834,High,Wednesday,Anna,Branch A,Warsaw,Poland,52.2297,21.0122,2020-08,24248,2020-02,6
T2288,2022-10-08,C1624,Tablet,413.0,519.1465190119866,Paypal,Completed,214407.51235195046,High,Saturday,Michael,Branch C,Paris,France,48.8566,2.3522,2022-10,24274,2020-07,27
T2291,2023-01-10,C243,Laptop,573.0,997.4033423125244,Creditcard,Pending,571512.1151450765,High,Tuesday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2023-01,24277,2020-05,32
T2293,2021-03-14,C4826,Coffee Machine,1.0,432.28804877352826,Cash,Completed,432.28804877352826,Low,Sunday,John,Branch B,Berlin,Germany,52.52,13.405,2021-03,24255,2020-10,5
T2296,2023-04-06,C1718,Coffee Machine,1.0,946.1161434919778,Paypal,Completed,946.1161434919778,Medium,Thursday,John,Branch B,Berlin,Germany,52.52,13.405,2023-04,24280,2023-02,2
T2297,2021-05-10,C201,Headphones,1.0,528.3910851569777,Creditcard,Pending,528.3910851569777,Low,Monday,John,Branch B,Vienna,Austria,48.2082,16.3738,2021-05,24257,2021-05,0
T2301,2022-12-17,C1003,Headphones,3.0,224.36401718747945,Paypal,Completed,673.0920515624383,Medium,Saturday,John,Branch B,Vienna,Austria,48.2082,16.3738,2022-12,24276,2020-09,27
T2302,2021-01-07,C4112,Headphones,10.0,304.42602368008403,Paypal,Failed,3044.26023680084,Medium,Thursday,John,Branch B,Vienna,Austria,48.2082,16.3738,2021-01,24253,2021-01,0
T2304,2023-11-13,C350,Laptop,966.0,524.3963263783307,Paypal,Completed,506566.8512814675,High,Monday,Anna,Branch A,Prague,Czechia,50.0755,14.4378,2023-11,24287,2022-04,19
