transaction_id,transaction_date,customer_id,product_name,quantity,price,payment_method,transaction_status,total_amount,branch,city,country,region,department,manager,lat,lon,value_tier
T84708,2021-02-05,C3621,Laptop,10.0,79.72018070842559,pay pal,Failed,797.2018070842558,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Medium
T31927,2021-02-05,C4800,Smartphone,10.0,776.6930489990168,creditcard,complete,7766.930489990168,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T1260,2021-02-05,C2087,Laptop,-9.0,,credit card,complete,,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T72408,2021-02-05,C1970,Coffee Machine,412.0,737.5238262467584,Cash,complete,303859.81641366443,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T18535,2021-02-05,C3292,Smartphone,10.0,,Cash,complete,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T11912,2021-02-05,C2000,Coffee Machine,9.0,,credit card,Completed,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T21745,2021-02-06,C3741,Coffee Machine,1.0,,pay pal,Failed,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T17670,2021-02-06,C3162,Smartphone,2.0,,pay pal,Pending,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T59568,2021-02-06,C2300,Laptop,10.0,144.77114104852112,credit card,Failed,1447.7114104852112,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T99091,2021-02-06,C892,Smartphone,9.0,522.0216157668913,PayPal,completed,4698.194541902021,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T64566,2021-02-06,C444,Headphones,836.0,656.766745735858,pay pal,Pending,549056.9994351773,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T53692,2021-02-06,C1515,Smartphone,1.0,,creditcard,,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T38661,2021-02-06,,Headphones,6.0,,PayPal ,Pending,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T40696,2021-02-06,C3921,Coffee Machine,-3.0,,PayPal ,completed,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T39367,2021-02-06,C209,Laptop,540.0,983.0704062244648,Credit Card,complete,530858.019361211,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T26788,2021-02-06,C1548,Headphones,-7.0,947.73,PayPal ,Failed,-6634.110000000001,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T27526,2021-02-06,,Coffee Machine,2.0,,credit card,Completed,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T87229,2021-02-06,C3147,Tablet,-6.0,416.0585811019571,Cash,complete,-2496.3514866117425,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
,2021-02-06,C1851,Laptop,361.0,,PayPal,Completed,,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T97695,2021-02-07,C006,Headphones,3.0,,Credit Card,completed,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
,2021-02-07,C740,Smartphone,-3.0,,PayPal,completed,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T56195,2021-02-07,C4748,Laptop,7.0,443.93,pay pal,,3107.51,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T41133,2021-02-07,C1798,Laptop,-5.0,593.4114803944497,Credit Card,completed,-2967.057401972248,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T97461,2021-02-07,C3308,Coffee Machine,687.0,690.8971245124103,creditcard,Failed,474646.3245400259,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T42311,2021-02-07,C2749,Laptop,-7.0,486.16,creditcard,,-3403.1200000000003,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T35592,2021-02-07,C4891,Coffee Machine,726.0,131.63145192366326,Cash,Pending,95564.43409657953,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T55970,2021-02-07,C4697,Coffee Machine,910.0,,creditcard,completed,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T28519,2021-02-07,C2099,Laptop,-7.0,609.9448357247472,credit card,Pending,-4269.61385007323,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T96243,2021-02-07,C1533,Headphones,676.0,889.1943066234542,creditcard,Failed,601095.351277455,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
,2021-02-07,C405,Coffee Machine,2.0,,PayPal ,,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T73858,2021-02-07,C035,Headphones,219.0,716.1640687645959,creditcard,Failed,156839.9310594465,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T22881,2021-02-07,C3127,Headphones,-6.0,511.25,pay pal,Pending,-3067.5,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T48166,2021-02-08,C3533,Tablet,734.0,,Cash,complete,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T80085,2021-02-08,C2586,Headphones,-4.0,387.3727559840029,pay pal,Completed,-1549.4910239360115,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T60372,2021-02-08,C4850,Tablet,10.0,,creditcard,complete,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T64155,2021-02-08,C4822,Headphones,-5.0,253.63926094189696,Credit Card,completed,-1268.1963047094848,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T5998,2021-02-08,C3743,Headphones,808.0,917.7075171901628,PayPal,completed,741507.6738896515,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T0204,2021-02-08,C4690,Headphones,258.0,854.4182002616594,credit card,,220439.89566750813,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T14061,2021-02-08,C2250,Laptop,650.0,,credit card,completed,,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T85298,2021-02-08,C1241,Tablet,1.0,940.1593935181762,PayPal ,,940.1593935181762,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Medium
,2021-02-08,C2686,Tablet,611.0,,PayPal,Completed,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T84306,2021-02-08,C2414,Tablet,-10.0,817.9506034980016,Credit Card,Completed,-8179.506034980015,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T30542,2021-02-08,C2893,Tablet,770.0,,Credit Card,Pending,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T35524,2021-02-08,C1117,Laptop,686.0,799.5627026447191,PayPal,complete,548500.0140142774,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T93363,2021-02-08,C4758,Smartphone,272.0,792.1065065643611,credit card,Failed,215452.96978550623,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T94887,2021-02-08,C4777,Laptop,-6.0,262.9216122510508,Credit Card,complete,-1577.5296735063048,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T20133,2021-02-08,C1356,Tablet,,696.0842708363765,creditcard,,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T39954,2021-02-08,C2547,Tablet,-10.0,995.0153504048184,creditcard,Failed,-9950.153504048183,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T59469,2021-02-08,C1176,Coffee Machine,-4.0,638.5005030386471,PayPal ,completed,-2554.0020121545886,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T37459,2021-02-08,C4293,Tablet,-3.0,61.09654197796203,credit card,completed,-183.2896259338861,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T4431,2021-02-08,C3366,Tablet,-1.0,,pay pal,completed,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T38042,2021-02-08,C3881,Headphones,566.0,323.20863012345,pay pal,complete,182936.0846498727,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T73477,2021-02-08,C4223,Laptop,148.0,,PayPal,Completed,,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T32219,2021-02-09,C1270,Coffee Machine,520.0,,PayPal,complete,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T52740,2021-02-09,C4494,Coffee Machine,8.0,510.6115923696456,creditcard,completed,4084.892738957165,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T57960,2021-02-09,C4796,Coffee Machine,622.0,759.79,PayPal ,Failed,472589.38,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T80553,2021-02-09,C3436,Tablet,365.0,414.8365463642687,creditcard,completed,151415.3394229581,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,High
T52841,2021-02-09,,Smartphone,-3.0,,Credit Card,complete,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T39109,2021-02-09,C190,Smartphone,-10.0,,Credit Card,Completed,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T31431,2021-02-09,C2031,Coffee Machine,-1.0,548.6502934795726,Credit Card,,-548.6502934795726,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T82875,2021-02-09,C3897,Coffee Machine,406.0,474.2034748568949,creditcard,complete,192526.61079189932,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T55644,2021-02-09,C2445,Tablet,8.0,975.2393975199057,creditcard,,7801.915180159245,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,High
T11929,2021-02-09,C130,Tablet,168.0,,PayPal,Pending,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T85070,2021-02-09,C038,Laptop,-3.0,,credit card,Failed,,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T67441,2021-02-09,C716,Coffee Machine,3.0,797.180528344091,credit card,completed,2391.5415850322734,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T63342,2021-02-09,C1116,Laptop,5.0,809.7355005802449,creditcard,Pending,4048.677502901224,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T85601,2021-02-09,,Tablet,-1.0,167.58782613184985,Credit Card,,-167.58782613184985,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T97602,2021-02-09,C3065,Headphones,-10.0,903.1834370043048,creditcard,Pending,-9031.834370043049,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T76114,2021-02-09,C4690,Laptop,5.0,,PayPal,Failed,,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T94005,2021-02-09,,Smartphone,158.0,,PayPal,,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T88141,2021-02-09,C2882,Laptop,612.0,542.7653201971412,PayPal ,complete,332172.37596065045,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T23497,2021-02-09,C639,Smartphone,484.0,,pay pal,completed,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T57735,2021-02-09,C3567,Smartphone,3.0,648.810350609408,creditcard,completed,1946.431051828224,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T11971,2021-02-09,C1350,Coffee Machine,-2.0,,credit card,Pending,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T73769,2021-02-09,C1468,Tablet,10.0,927.6290141012252,Cash,complete,9276.290141012252,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,High
T52203,2021-02-09,,Smartphone,376.0,165.38,creditcard,complete,62182.88,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T51422,2021-02-09,C1143,Smartphone,6.0,370.52,credit card,completed,2223.12,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T55487,2021-02-10,C4751,Laptop,249.0,779.6903097965546,pay pal,Completed,194142.8871393421,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T68701,2021-02-10,C4545,Coffee Machine,-1.0,536.9775176681869,PayPal,,-536.9775176681869,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T9447,2021-02-10,C061,Laptop,-3.0,603.6177060997085,credit card,complete,-1810.8531182991255,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T63864,2021-02-10,C1205,Headphones,128.0,763.9189177952235,credit card,Completed,97781.6214777886,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T26717,2021-02-10,C4542,Tablet,873.0,801.1164681417904,credit card,Failed,699374.676687783,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,High
,2021-02-10,C1651,Laptop,317.0,711.301643633814,PayPal,complete,225482.62103191906,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T66100,2021-02-10,C2364,Headphones,5.0,,PayPal,Failed,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T16115,2021-02-10,C2314,Smartphone,,639.39,creditcard,completed,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T52982,2021-02-10,C2562,Laptop,,110.13947767382808,Cash,Completed,,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T49665,2021-02-10,,Headphones,,235.2025461208496,Cash,,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T58911,2021-02-10,C4745,Tablet,544.0,,PayPal ,Pending,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T69078,2021-02-10,C4372,Laptop,372.0,929.4445863794303,credit card,Completed,345753.3861331481,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T92212,2021-02-10,C698,Headphones,-1.0,183.07513054961785,PayPal ,completed,-183.07513054961785,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T25898,2021-02-10,C3744,Tablet,803.0,695.3227646777436,pay pal,Completed,558344.1800362282,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,High
T33828,2021-02-10,C2213,Smartphone,990.0,397.0385680537213,pay pal,Pending,393068.18237318407,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T13122,2021-02-10,C4154,Tablet,-1.0,776.1478327401171,credit card,completed,-776.1478327401171,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T18912,2021-02-10,C2139,Laptop,6.0,163.53880547015387,pay pal,,981.2328328209232,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Medium
T35833,2021-02-10,C684,Laptop,-1.0,158.1431764447192,PayPal ,Completed,-158.1431764447192,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T46351,2021-02-10,C3955,Tablet,4.0,876.3171998186523,Cash,complete,3505.268799274609,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,High
,2021-02-10,C2211,Smartphone,255.0,,PayPal,Completed,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T84584,2021-02-10,C4919,Headphones,332.0,897.86675734279,credit card,Pending,298091.7634378063,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T94186,2021-02-11,C1108,Smartphone,413.0,,Cash,complete,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T52046,2021-02-11,C971,Headphones,165.0,,pay pal,complete,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T97053,2021-02-11,C2676,Headphones,-9.0,,pay pal,complete,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T2308,2021-02-11,C3710,Headphones,648.0,,PayPal ,Completed,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T80911,2021-02-11,C1425,Smartphone,4.0,,PayPal,,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T32360,2021-02-11,C709,Headphones,6.0,679.8866862496769,PayPal,Completed,4079.3201174980613,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T56908,2021-02-11,C4441,Tablet,-7.0,,PayPal,Completed,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T70321,2021-02-11,C1278,Laptop,-4.0,767.1769508574309,pay pal,completed,-3068.7078034297238,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T2651,2021-02-11,C1954,Headphones,9.0,989.606375788534,Cash,,8906.457382096807,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T88574,2021-02-11,C2343,Tablet,1.0,969.347314823942,Cash,Failed,969.347314823942,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Medium
T55924,2021-02-11,C3258,Smartphone,6.0,867.4980352364909,creditcard,Failed,5204.988211418945,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
T91733,2021-02-11,C2771,Headphones,537.0,170.83734276558573,PayPal,Completed,91739.65306511954,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T33966,2021-02-11,C2820,Tablet,2.0,107.49298015655428,pay pal,completed,214.98596031310856,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Medium
T66567,2021-02-11,C4310,Headphones,-9.0,306.986774237511,Cash,,-2762.8809681375988,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T76651,2021-02-11,C2815,Tablet,578.0,,PayPal,Pending,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T54842,2021-02-12,C1783,Laptop,10.0,871.7275643282966,Cash,complete,8717.275643282966,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T57945,2021-02-12,C1553,Laptop,155.0,438.85626791782033,PayPal,Pending,68022.72152726215,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T90204,2021-02-12,C1058,Smartphone,741.0,524.7916454134646,Credit Card,complete,388870.6092513773,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,High
,2021-02-12,C2694,Headphones,,,Credit Card,Pending,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T14207,2021-02-12,C2575,Tablet,111.0,,Cash,,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
,2021-02-12,C1630,Coffee Machine,334.0,,pay pal,Completed,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T74631,2021-02-12,C277,Tablet,102.0,331.1008092513613,credit card,Pending,33772.28254363885,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,High
T22329,2021-02-12,C1353,Headphones,-10.0,645.934849919868,Cash,Completed,-6459.348499198681,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T30585,2021-02-12,C922,Laptop,-8.0,615.9297892163689,Credit Card,completed,-4927.438313730951,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T88151,2021-02-12,C2127,Headphones,4.0,958.66236678447,credit card,complete,3834.64946713788,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T69493,2021-02-12,C4618,Coffee Machine,3.0,821.2084836738551,creditcard,,2463.6254510215654,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T34319,2021-02-12,C4034,Coffee Machine,2.0,812.3422166235382,Credit Card,,1624.6844332470764,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,High
T51662,2021-02-12,C3867,Coffee Machine,144.0,,credit card,completed,,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T49383,2021-02-12,C2859,Laptop,820.0,485.4502615922411,PayPal,,398069.2145056377,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T24383,2021-02-12,C4192,Tablet,-9.0,,credit card,Failed,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T22597,2021-02-12,C286,Headphones,-1.0,,PayPal ,complete,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T45002,2021-02-12,C1273,Laptop,-7.0,,PayPal,Completed,,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T19878,2021-02-13,C426,Smartphone,2.0,293.3433629735059,creditcard,completed,586.6867259470118,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Medium
T73409,2021-02-13,C2702,Tablet,-3.0,126.0400555068273,PayPal,Failed,-378.1201665204819,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T18728,2021-02-13,C1530,Tablet,635.0,395.91162141725465,Cash,,251403.8795999567,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,High
T93211,2021-02-13,C4196,Headphones,109.0,601.6723365505698,Cash,completed,65582.2846840121,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T16469,2021-02-13,C4560,Smartphone,,,PayPal ,Completed,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T96396,2021-02-13,C956,Headphones,2.0,,PayPal,complete,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
,2021-02-13,C1574,Laptop,571.0,636.28,creditcard,,363315.88,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T98507,2021-02-13,C706,Laptop,10.0,254.91594668016373,credit card,complete,2549.1594668016373,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T92152,2021-02-13,C3060,Laptop,168.0,414.8733637935584,creditcard,complete,69698.72511731781,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T24042,2021-02-13,C4688,Tablet,-2.0,110.41051653372244,pay pal,Completed,-220.8210330674449,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T40683,2021-02-13,C1794,Laptop,621.0,,Credit Card,Failed,,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T1219,2021-02-13,C617,Headphones,-10.0,,PayPal ,complete,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T14197,2021-02-14,C320,Laptop,5.0,566.1652403251703,Credit Card,Completed,2830.8262016258514,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,High
T83461,2021-02-14,C298,Headphones,671.0,270.3393656590174,PayPal ,complete,181397.7143572007,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T67018,2021-02-14,C4921,Laptop,-6.0,220.04255337240951,pay pal,Completed,-1320.255320234457,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T49518,2021-02-14,C3721,Coffee Machine,-1.0,763.2054481973631,creditcard,complete,-763.2054481973631,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T18220,2021-02-14,C980,Laptop,7.0,,creditcard,completed,,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T10146,2021-02-14,C924,Tablet,-4.0,832.42,creditcard,completed,-3329.68,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T23277,2021-02-14,C063,Smartphone,1.0,584.2888800636579,pay pal,completed,584.2888800636579,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Medium
T87593,2021-02-14,C275,Smartphone,-3.0,702.9863383020352,Cash,completed,-2108.9590149061055,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T95901,2021-02-14,C2042,Tablet,2.0,,Cash,,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T51544,2021-02-14,C1292,Laptop,-1.0,783.06,Cash,completed,-783.06,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T90786,2021-02-14,,Laptop,-8.0,382.7974881571613,PayPal,Pending,-3062.3799052572904,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T62571,2021-02-14,C3108,Headphones,921.0,648.2951545748308,Credit Card,completed,597079.8373634191,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T51526,2021-02-14,C4132,Headphones,507.0,,credit card,complete,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T74608,2021-02-14,C2741,Laptop,-6.0,,PayPal,Completed,,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T6158,2021-02-14,C1140,Headphones,4.0,,creditcard,Pending,,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,Low
T63729,2021-02-14,C757,Laptop,219.0,,Credit Card,complete,,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
T62571,2021-02-14,C3108,Headphones,921.0,648.2951545748308,Credit Card,completed,597079.8373634191,Branch E,Vienna,Austria,Europe,Retail Banking,Stefan,48.2082,16.3738,High
T24453,2021-02-14,C3510,Tablet,-1.0,975.364714762649,PayPal ,Completed,-975.364714762649,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T8319,2021-02-14,C3248,Tablet,285.0,,Cash,Completed,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T12977,2021-02-15,C739,Tablet,598.0,102.28700767074577,Credit Card,Completed,61167.63058710597,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,High
T16443,2021-02-15,C2677,Smartphone,,294.92442391442603,Credit Card,Completed,,Branch A,Warsaw,Poland,Europe,Retail Banking,Anna,52.2297,21.0122,Low
T46840,2021-02-15,C355,Tablet,,,creditcard,completed,,Branch C,Paris,France,Europe,Retail Banking,Michael,48.8566,2.3522,Low
T62086,2021-02-15,C3253,Coffee Machine,-8.0,286.5147766814871,PayPal ,completed,-2292.1182134518967,Branch B,Berlin,Germany,Europe,Retail Banking,John,52.52,13.405,Low
T66992,2021-02-15,C4329,Laptop,-8.0,767.8839866395091,PayPal ,,-6143.071893116073,Branch D,Prague,Czechia,Europe,Retail Banking,Elena,50.0755,14.4378,Low
