customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,Segment
C1903,638,2,7144.011693810189,1,1,1,111,Sleeping
C1904,38,5,9446.92866646992,3,2,1,321,Sleeping
C1905,88,11,84878.2508277804,3,3,1,331,Sleeping
C1906,379,2,1047.5376041689642,1,1,1,111,Sleeping
C1907,67,8,1205327.9377689816,3,3,3,333,Champions
C1908,357,9,904859.8814240274,1,3,3,133,At Risk
C1909,349,3,385970.6362388361,2,1,2,212,Sleeping
C191,8,8,1562241.6136273572,3,3,3,333,Champions
C1910,28,8,1246150.1416152748,3,3,3,333,Champions
C1911,310,6,609001.4900938174,2,2,2,222,At Risk
C1912,266,7,20646.415437200885,2,3,1,231,At Risk
C1913,166,9,253927.61177371087,2,3,1,231,At Risk
C1914,144,9,203335.72372861172,2,3,1,231,At Risk
C1915,1174,3,113690.78858874523,1,1,1,111,Sleeping
C1916,206,5,7790.991556638437,2,2,1,221,At Risk
C1917,205,12,710035.6620547455,2,3,3,233,At Risk
C1918,585,4,84202.48437114725,1,1,1,111,Sleeping
C1919,727,2,4845.955343272691,1,1,1,111,Sleeping
C192,153,4,1033225.2498039305,2,1,3,213,Sleeping
C1920,58,6,349643.1387664871,3,2,2,322,Champions
C1921,540,7,515415.7213140524,1,3,2,132,At Risk
C1922,963,6,1148406.0662894163,1,2,3,123,At Risk
C1923,166,4,549525.7834059754,2,1,2,212,Sleeping
C1924,279,4,137877.5507816533,2,1,1,211,Sleeping
C1925,305,5,149721.30565760672,2,2,1,221,At Risk
C1926,320,7,105421.29180512863,2,3,1,231,At Risk
C1927,109,10,480428.0087429521,3,3,2,332,Champions
C1928,505,8,418220.73809266835,1,3,2,132,At Risk
C1929,424,6,8690.047865549657,1,2,1,121,At Risk
C193,363,6,559656.0181304641,1,2,2,122,At Risk
C1930,27,9,976111.0079318521,3,3,3,333,Champions
C1931,620,5,136939.3014548672,1,2,1,121,At Risk
C1932,291,4,58288.01356136745,2,1,1,211,Sleeping
C1933,32,5,590493.1095130657,3,2,2,322,Champions
C1934,160,8,791433.3405457317,2,3,3,233,At Risk
C1935,536,6,383791.84694372,1,2,2,122,At Risk
C1936,93,3,479725.34058464796,3,1,2,312,Newbies
C1937,232,6,384450.35558420914,2,2,2,222,At Risk
C1938,207,9,745918.7088079576,2,3,3,233,At Risk
C1939,81,11,12937.814179677434,3,3,1,331,Sleeping
C194,279,6,516833.7299599908,2,2,2,222,At Risk
C1940,95,6,3136.1847664957354,3,2,1,321,Sleeping
C1941,1001,3,6625.2155973388535,1,1,1,111,Sleeping
C1942,95,3,520635.3436584141,3,1,2,312,Newbies
C1943,408,4,157705.04605916108,1,1,1,111,Sleeping
C1944,41,6,481127.8608486987,3,2,2,322,Champions
C1945,899,4,448061.4138132208,1,1,2,112,Sleeping
C1946,25,8,1103608.9278826998,3,3,3,333,Champions
C1948,852,8,1151812.4192080812,1,3,3,133,At Risk
C1949,123,6,1483821.297390729,3,2,3,323,Champions
C195,707,7,259044.33481785445,1,3,1,131,At Risk
C1950,322,4,298586.63982205244,2,1,2,212,Sleeping
C1951,61,5,855965.6208636359,3,2,3,323,Champions
C1952,19,9,677384.1115162636,3,3,3,333,Champions
C1953,66,8,702811.9190367693,3,3,3,333,Champions
C1954,319,8,980971.6685222808,2,3,3,233,At Risk
C1955,92,6,15558.128931066542,3,2,1,321,Sleeping
C1956,36,8,184348.803122245,3,3,1,331,Sleeping
C1957,222,10,674967.0465591267,2,3,3,233,At Risk
C1958,107,7,285097.7895669881,3,3,2,332,Champions
C1959,145,6,428051.7695314365,2,2,2,222,At Risk
C196,91,9,905723.9496434212,3,3,3,333,Champions
C1960,1388,2,896.8407058278239,1,1,1,111,Sleeping
C1961,527,5,784293.166362723,1,2,3,123,At Risk
C1962,452,4,343418.81522662163,1,1,2,112,Sleeping
C1963,155,7,666184.0913867153,2,3,3,233,At Risk
C1964,264,9,19014.32966516982,2,3,1,231,At Risk
C1965,322,6,1222789.6874407167,2,2,3,223,At Risk
C1966,615,5,148880.9330478669,1,2,1,121,At Risk
C1967,175,6,469072.50056380546,2,2,2,222,At Risk
C1968,56,4,312684.0960452394,3,1,2,312,Newbies
C1969,12,10,1363762.7753945414,3,3,3,333,Champions
C197,41,5,1063989.744623164,3,2,3,323,Champions
C1970,609,3,473842.74318830436,1,1,2,112,Sleeping
C1971,71,3,503010.22426500753,3,1,2,312,Newbies
C1972,59,3,592123.7984852494,3,1,2,312,Newbies
C1973,1,3,1977.632971405905,3,1,1,311,Newbies
C1974,730,2,646496.8776197109,1,1,2,112,Sleeping
C1975,361,4,151906.6726280829,1,1,1,111,Sleeping
C1976,112,6,1104987.0778072984,3,2,3,323,Champions
C1977,655,3,11397.790828903087,1,1,1,111,Sleeping
C1978,237,6,796356.2439593365,2,2,3,223,At Risk
C1979,48,6,851274.4628068556,3,2,3,323,Champions
C198,86,8,1071924.741091512,3,3,3,333,Champions
C1980,66,3,152074.6705652366,3,1,1,311,Newbies
C1981,382,5,416269.5685028532,1,2,2,122,At Risk
C1982,1116,3,233740.95482272733,1,1,1,111,Sleeping
C1983,453,3,292717.69604201877,1,1,2,112,Sleeping
C1984,937,4,638903.3180754619,1,1,2,112,Sleeping
C1985,546,2,329751.41257192293,1,1,2,112,Sleeping
C1986,15,9,889762.5329331894,3,3,3,333,Champions
C1987,35,7,1268158.331320867,3,3,3,333,Champions
C1988,171,9,1336535.7654743048,2,3,3,233,At Risk
C1989,175,5,594776.6115817286,2,2,2,222,At Risk
C199,387,7,1229252.4594409894,1,3,3,133,At Risk
C1990,18,7,246486.90610794575,3,3,1,331,Sleeping
C1991,60,9,1995388.196962494,3,3,3,333,Champions
C1992,629,2,2211.627600773153,1,1,1,111,Sleeping
C1993,607,3,130661.13860648884,1,1,1,111,Sleeping
C1994,132,5,1149052.4292311901,2,2,3,223,At Risk
C1995,74,10,579671.2988885976,3,3,2,332,Champions
C1996,65,6,1156169.323565164,3,2,3,323,Champions
C1997,8,8,288551.1797189118,3,3,2,332,Champions
C1998,98,9,1278147.4725410661,3,3,3,333,Champions
C1999,28,8,284981.0561121925,3,3,2,332,Champions
C200,374,9,666580.970982226,1,3,3,133,At Risk
C2000,958,3,7295.490567672947,1,1,1,111,Sleeping
C2001,679,2,241421.01122411035,1,1,1,111,Sleeping
C2002,169,5,307180.1080951116,2,2,2,222,At Risk
C2003,434,5,522143.5560686223,1,2,2,122,At Risk
C2004,185,6,625788.9919972948,2,2,2,222,At Risk
C2005,260,7,869369.056611228,2,3,3,233,At Risk
C2006,1162,2,1056.7821703139555,1,1,1,111,Sleeping
C2007,6,8,15612.103494786981,3,3,1,331,Sleeping
C2008,711,3,10116.463036473962,1,1,1,111,Sleeping
C2009,71,5,811965.4663135605,3,2,3,323,Champions
C201,316,6,130774.26804768013,2,2,1,221,At Risk
C2010,67,4,383380.3324614252,3,1,2,312,Newbies
C2011,514,7,471907.89113156137,1,3,2,132,At Risk
C2012,440,8,383598.80391736794,1,3,2,132,At Risk
C2013,581,9,997964.8059268979,1,3,3,133,At Risk
C2014,55,8,880323.1080021599,3,3,3,333,Champions
C2015,55,9,512455.59179152927,3,3,2,332,Champions
C2016,377,5,638776.3789808818,1,2,2,122,At Risk
C2017,117,10,1131845.0644123547,3,3,3,333,Champions
C2018,1189,4,332536.84042758035,1,1,2,112,Sleeping
C2019,119,6,379624.0511591218,3,2,2,322,Champions
C202,265,5,244456.75849797126,2,2,1,221,At Risk
C2021,46,6,8624.243384424028,3,2,1,321,Sleeping
C2022,224,4,57527.84655926194,2,1,1,211,Sleeping
C2023,19,10,2037673.2297944417,3,3,3,333,Champions
C2024,9,8,600703.9553506996,3,3,2,332,Champions
C2025,1194,1,941.700907233752,1,1,1,111,Sleeping
C2026,1085,2,2109.569581849264,1,1,1,111,Sleeping
C2027,159,3,244106.03029326836,2,1,1,211,Sleeping
C2028,12,9,1014346.4102456669,3,3,3,333,Champions
C2029,457,7,909020.171559066,1,3,3,133,At Risk
C203,158,7,499652.6561505187,2,3,2,232,At Risk
C2030,642,6,462373.8743335869,1,2,2,122,At Risk
C2031,65,10,1258438.2065256215,3,3,3,333,Champions
C2032,262,8,1297237.2752609262,2,3,3,233,At Risk
C2033,592,4,301341.5506315559,1,1,2,112,Sleeping
C2034,130,6,612629.230451201,2,2,2,222,At Risk
C2035,22,5,204020.11709502805,3,2,1,321,Sleeping
C2036,159,8,250308.6374020246,2,3,1,231,At Risk
C2037,17,4,121490.35134264555,3,1,1,311,Newbies
C2038,301,7,117651.2421895205,2,3,1,231,At Risk
C2039,520,5,231231.2627262339,1,2,1,121,At Risk
C204,199,8,880059.4151386976,2,3,3,233,At Risk
C2040,90,7,598866.9499577279,3,3,2,332,Champions
C2041,372,8,518692.0103095667,1,3,2,132,At Risk
C2042,162,8,473096.24514406006,2,3,2,232,At Risk
C2043,257,8,1304975.0086078367,2,3,3,233,At Risk
C2044,335,7,1143789.559922998,2,3,3,233,At Risk
C2045,146,5,196411.41733233354,2,2,1,221,At Risk
C2046,25,7,94219.39458470038,3,3,1,331,Sleeping
C2047,138,5,785695.6649842535,2,2,3,223,At Risk
C2048,156,5,5815.8046940588965,2,2,1,221,At Risk
C2049,1008,1,528.3910851569777,1,1,1,111,Sleeping
C205,346,3,114740.39884963927,2,1,1,211,Sleeping
C2050,278,3,10760.242984523511,2,1,1,211,Sleeping
C2051,21,4,603240.097317821,3,1,2,312,Newbies
C2052,1125,3,127483.0001240048,1,1,1,111,Sleeping
C2053,58,5,491195.9994831704,3,2,2,322,Champions
C2054,122,8,414933.26572798996,3,3,2,332,Champions
C2055,247,3,369997.33199677407,2,1,2,212,Sleeping
C2056,148,2,2233.51726967018,2,1,1,211,Sleeping
C2057,460,7,1655760.5975805118,1,3,3,133,At Risk
C2058,70,9,948902.5553633624,3,3,3,333,Champions
C2059,253,4,255208.28501640013,2,1,1,211,Sleeping
C206,138,2,1239.7132701693615,2,1,1,211,Sleeping
C2060,204,6,1398757.4923543772,2,2,3,223,At Risk
C2061,16,10,608466.3687583916,3,3,2,332,Champions
C2062,94,3,333368.1984970582,3,1,2,312,Newbies
C2063,16,7,21967.558912853994,3,3,1,331,Sleeping
C2064,159,7,1032080.7657683777,2,3,3,233,At Risk
C2065,11,5,11056.490928052228,3,2,1,321,Sleeping
C2066,9,4,102453.93224588214,3,1,1,311,Newbies
C2067,107,6,704849.0775196603,3,2,3,323,Champions
C2068,534,3,6376.736466925696,1,1,1,111,Sleeping
C2069,47,6,130073.25821286232,3,2,1,321,Sleeping
C207,112,2,2604.246693700534,3,1,1,311,Newbies
C2070,161,6,103986.1507445421,2,2,1,221,At Risk
C2071,45,9,391100.74135870824,3,3,2,332,Champions
C2072,157,4,2882.2372165226493,2,1,1,211,Sleeping
C2073,37,3,4467.714679883165,3,1,1,311,Newbies
C2074,306,8,467910.0676511944,2,3,2,232,At Risk
C2075,541,5,302466.6071882109,1,2,2,122,At Risk
C2076,291,8,700590.0218338314,2,3,3,233,At Risk
C2077,117,5,44550.27392439006,3,2,1,321,Sleeping
C2078,607,4,316594.84733386047,1,1,2,112,Sleeping
C2079,787,2,817.445927875622,1,1,1,111,Sleeping
C208,84,10,1648830.8434967117,3,3,3,333,Champions
C2080,659,4,3811.386402129786,1,1,1,111,Sleeping
C2081,130,9,821079.105202439,2,3,3,233,At Risk
C2082,49,3,127093.97080317211,3,1,1,311,Newbies
C2083,41,3,183918.72240156704,3,1,1,311,Newbies
C2084,452,4,866170.6584897556,1,1,3,113,Sleeping
C2085,130,4,610759.3197923965,2,1,2,212,Sleeping
C2086,327,7,1584649.1299249239,2,3,3,233,At Risk
C2087,551,11,570202.0318385854,1,3,2,132,At Risk
C2088,74,5,235569.96964666725,3,2,1,321,Sleeping
C2089,424,7,4642.969138111113,1,3,1,131,At Risk
C209,1444,4,533479.4115381733,1,1,2,112,Sleeping
C2090,354,10,1205989.1401194655,1,3,3,133,At Risk
C2091,1110,4,242681.16673395183,1,1,1,111,Sleeping
C2092,176,5,16088.99841089305,2,2,1,221,At Risk
C2093,257,5,516418.6837834201,2,2,2,222,At Risk
C2094,79,5,11459.337136784376,3,2,1,321,Sleeping
C2095,308,9,910063.1243485927,2,3,3,233,At Risk
C2096,893,6,286987.6936871574,1,2,2,122,At Risk
C2097,467,3,188696.4613382929,1,1,1,111,Sleeping
C2098,724,4,390334.2401509487,1,1,2,112,Sleeping
C2099,88,6,342081.95788005023,3,2,2,322,Champions
C210,116,7,575216.136053348,3,3,2,332,Champions
C2100,599,3,995721.7246618889,1,1,3,113,Sleeping
C2101,67,9,922502.3008383788,3,3,3,333,Champions
C2102,522,3,661800.8941454412,1,1,3,113,Sleeping
C2103,92,4,406419.05081464374,3,1,2,312,Newbies
C2104,307,8,607356.8855171591,2,3,2,232,At Risk
C2105,763,3,280917.56288808753,1,1,2,112,Sleeping
C2106,166,7,263994.45696794457,2,3,1,231,At Risk
C2107,48,6,886495.6243246933,3,2,3,323,Champions
C2108,1402,4,277751.1290648614,1,1,2,112,Sleeping
C2109,1228,2,501029.7408926985,1,1,2,112,Sleeping
C211,63,5,371697.66591276054,3,2,2,322,Champions
C2110,220,6,626546.4959164595,2,2,2,222,At Risk
C2111,412,5,1196241.9687893004,1,2,3,123,At Risk
C2112,5,7,616845.0288019083,3,3,2,332,Champions
C2113,79,5,6516.139367024236,3,2,1,321,Sleeping
C2114,835,4,197353.60629275092,1,1,1,111,Sleeping
C2115,118,6,1532186.8841640344,3,2,3,323,Champions
C2116,2,10,1421599.9289529463,3,3,3,333,Champions
C2117,28,5,341033.6130668699,3,2,2,322,Champions
C2118,369,6,219139.20373609124,1,2,1,121,At Risk
C2119,160,2,391922.79701439897,2,1,2,212,Sleeping
C212,190,8,530053.8215229969,2,3,2,232,At Risk
C2120,154,4,527988.2368268855,2,1,2,212,Sleeping
C2121,187,4,608176.3369228066,2,1,2,212,Sleeping
C2122,223,6,805996.7889986167,2,2,3,223,At Risk
C2123,826,6,717021.235830162,1,2,3,123,At Risk
C2124,121,8,1639314.944475365,3,3,3,333,Champions
C2125,494,7,409257.2919486899,1,3,2,132,At Risk
C2126,106,8,649466.0227027056,3,3,2,332,Champions
C2127,152,7,121872.7387900886,2,3,1,231,At Risk
C2128,724,2,1151.646814033089,1,1,1,111,Sleeping
C2129,18,6,1137984.9654369028,3,2,3,323,Champions
C213,486,5,1593697.670990857,1,2,3,123,At Risk
C2130,289,6,225541.88739689536,2,2,1,221,At Risk
C2131,239,6,199093.03762453253,2,2,1,221,At Risk
C2132,166,8,649053.8595912567,2,3,2,232,At Risk
C2133,718,5,78694.5440847251,1,2,1,121,At Risk
C2134,85,9,1148327.0472184292,3,3,3,333,Champions
C2135,41,3,226118.84566511842,3,1,1,311,Newbies
C2136,44,6,1003322.3251794076,3,2,3,323,Champions
C2137,1162,4,637795.7976081218,1,1,2,112,Sleeping
C2138,745,4,376826.82621139026,1,1,2,112,Sleeping
C2139,187,9,780683.9894213331,2,3,3,233,At Risk
C214,207,3,2094.486089015522,2,1,1,211,Sleeping
C2140,463,7,521351.6075287992,1,3,2,132,At Risk
C2141,1010,3,624858.4203721307,1,1,2,112,Sleeping
C2142,32,8,1123600.137747047,3,3,3,333,Champions
C2143,341,7,16329.428279121363,2,3,1,231,At Risk
C2144,641,2,988.1443305345429,1,1,1,111,Sleeping
C2145,1213,1,528.3910851569777,1,1,1,111,Sleeping
C2146,285,11,1638043.2103163588,2,3,3,233,At Risk
C2147,205,8,1107033.2875994982,2,3,3,233,At Risk
C2148,241,4,697052.0402482797,2,1,3,213,Sleeping
C2149,364,4,6124.229629247023,1,1,1,111,Sleeping
C215,9,6,765402.0703794047,3,2,3,323,Champions
C2150,47,10,1348151.892989125,3,3,3,333,Champions
C2151,1238,6,367307.8957374157,1,2,2,122,At Risk
C2152,149,6,609856.270550667,2,2,2,222,At Risk
C2153,106,4,107921.67956363122,3,1,1,311,Newbies
C2154,174,6,651552.6829988053,2,2,2,222,At Risk
C2155,542,7,1023175.3954065338,1,3,3,133,At Risk
C2156,160,3,13169.829541137973,2,1,1,211,Sleeping
C2157,324,6,129572.75813771729,2,2,1,221,At Risk
C2158,356,10,1541545.1338254558,1,3,3,133,At Risk
C2159,131,9,1851254.3640280627,2,3,3,233,At Risk
C216,315,6,772575.7641455984,2,2,3,223,At Risk
C2160,20,9,1284404.9879200694,3,3,3,333,Champions
C2161,194,7,525314.8016518165,2,3,2,232,At Risk
C2162,124,6,255101.85494006172,3,2,1,321,Sleeping
C2163,116,6,247054.19333457015,3,2,1,321,Sleeping
C2164,164,6,647415.4007703856,2,2,2,222,At Risk
C2165,142,4,660454.8191550229,2,1,2,212,Sleeping
C2166,577,8,464990.3001933795,1,3,2,132,At Risk
C2167,83,7,652375.1802170414,3,3,2,332,Champions
C2168,575,3,265360.52018254995,1,1,1,111,Sleeping
C2169,51,5,449159.3267570323,3,2,2,322,Champions
C217,20,7,667505.0634654866,3,3,3,333,Champions
C2170,20,8,910087.6370273228,3,3,3,333,Champions
C2171,330,3,331160.7927734675,2,1,2,212,Sleeping
C2172,274,2,5768.359590161638,2,1,1,211,Sleeping
C2173,719,3,308706.7224969237,1,1,2,112,Sleeping
C2174,1521,1,750.3505842389712,1,1,1,111,Sleeping
C2175,714,5,778630.5829246442,1,2,3,123,At Risk
C2176,214,7,920039.4162877859,2,3,3,233,At Risk
C2177,134,10,498985.6467775787,2,3,2,232,At Risk
C2178,598,4,443584.42425053165,1,1,2,112,Sleeping
C2179,181,6,361249.37531179906,2,2,2,222,At Risk
C218,523,6,717078.4596419155,1,2,3,123,At Risk
C2180,372,7,391510.21346182306,1,3,2,132,At Risk
C2181,26,9,1117141.4681793023,3,3,3,333,Champions
C2182,363,3,1592.7550429080925,1,1,1,111,Sleeping
C2183,449,5,346752.7719428951,1,2,2,122,At Risk
C2184,454,7,510399.6946284929,1,3,2,132,At Risk
C2185,263,7,1336280.5811806703,2,3,3,233,At Risk
C2186,1,5,6742.714021984539,3,2,1,321,Sleeping
C2187,187,6,495441.13659731945,2,2,2,222,At Risk
C2188,43,8,12722.396259502662,3,3,1,331,Sleeping
C2189,23,5,1622528.2802464254,3,2,3,323,Champions
C219,162,8,21629.813113704386,2,3,1,231,At Risk
C2190,298,5,348197.88687492436,2,2,2,222,At Risk
C2191,149,4,428048.0614557761,2,1,2,212,Sleeping
C2192,122,6,533802.7700648832,3,2,2,322,Champions
C2193,270,5,448336.5823553616,2,2,2,222,At Risk
C2194,243,12,1109007.813830009,2,3,3,233,At Risk
C2195,40,4,823863.328432663,3,1,3,313,Newbies
C2196,887,3,3850.5484899716503,1,1,1,111,Sleeping
C2197,625,7,370715.33348011854,1,3,2,132,At Risk
C2198,6,6,410838.03057691077,3,2,2,322,Champions
C2199,255,6,67649.73732202267,2,2,1,221,At Risk
C220,693,3,759592.6205696014,1,1,3,113,Sleeping
C2200,120,10,430994.7428702641,3,3,2,332,Champions
C2201,699,6,501337.59163159266,1,2,2,122,At Risk
C2202,212,1,2595.732595059933,2,1,1,211,Sleeping
C2203,477,7,669486.805474776,1,3,3,133,At Risk
C2204,39,7,1127148.493323122,3,3,3,333,Champions
C2205,184,9,242021.05283561928,2,3,1,231,At Risk
C2206,180,6,1691198.1622221556,2,2,3,223,At Risk
C2207,44,10,651622.0611212059,3,3,2,332,Champions
C2208,107,9,471979.2352773815,3,3,2,332,Champions
C2209,335,3,5725.937086684934,2,1,1,211,Sleeping
C221,51,11,688460.874098746,3,3,3,333,Champions
C2210,103,8,907174.3262781077,3,3,3,333,Champions
C2211,192,4,542904.6107441095,2,1,2,212,Sleeping
C2212,105,7,861592.2292742522,3,3,3,333,Champions
C2213,284,2,523226.36045261705,2,1,2,212,Sleeping
C2214,367,5,796351.6313334178,1,2,3,123,At Risk
C2215,216,6,325564.5500260121,2,2,2,222,At Risk
C2216,391,7,1210803.5203313152,1,3,3,133,At Risk
C2217,115,7,469554.96199733694,3,3,2,332,Champions
C2218,136,6,145646.64822407567,2,2,1,221,At Risk
C2219,155,8,838769.3073060203,2,3,3,233,At Risk
C222,137,3,254176.3214730822,2,1,1,211,Sleeping
C2220,40,4,565145.9929636017,3,1,2,312,Newbies
C2221,213,5,508915.16915286356,2,2,2,222,At Risk
C2222,82,7,181475.74921419335,3,3,1,331,Sleeping
C2223,750,6,574358.2725446043,1,2,2,122,At Risk
C2224,24,11,1465147.164316315,3,3,3,333,Champions
C2225,505,5,5641.944983119531,1,2,1,121,At Risk
C2226,57,8,634880.4926879414,3,3,2,332,Champions
C2227,202,6,1830184.0703772358,2,2,3,223,At Risk
C2228,1018,4,673192.5418139688,1,1,3,113,Sleeping
C2229,99,6,10807.45688387299,3,2,1,321,Sleeping
C223,120,8,543789.2021090753,3,3,2,332,Champions
C2230,41,7,308623.61090147914,3,3,2,332,Champions
C2231,361,5,271408.30835348746,1,2,1,121,At Risk
C2232,1394,3,188750.71591500443,1,1,1,111,Sleeping
C2233,143,9,1436870.9449462967,2,3,3,233,At Risk
C2234,110,3,359693.88143660413,3,1,2,312,Newbies
C2235,448,3,327550.5373117308,1,1,2,112,Sleeping
C2236,447,4,302336.6224372889,1,1,2,112,Sleeping
C2237,102,6,171556.24531782023,3,2,1,321,Sleeping
C2238,557,3,260105.36208888682,1,1,1,111,Sleeping
C2239,12,6,1311179.3290638274,3,2,3,323,Champions
C224,16,7,920386.1687919602,3,3,3,333,Champions
C2240,725,4,840837.5800512964,1,1,3,113,Sleeping
C2241,262,3,108234.41737120788,2,1,1,211,Sleeping
C2242,171,4,115114.11253767463,2,1,1,211,Sleeping
C2243,1154,3,250338.00988747357,1,1,1,111,Sleeping
C2244,149,7,279222.25194627495,2,3,2,232,At Risk
C2245,70,7,822764.0792736302,3,3,3,333,Champions
C2246,195,6,499680.0278254996,2,2,2,222,At Risk
C2247,491,4,190988.8890462122,1,1,1,111,Sleeping
C2248,274,7,76989.82316235616,2,3,1,231,At Risk
C2249,361,6,483539.5395574789,1,2,2,122,At Risk
C225,796,2,925198.971247,1,1,3,113,Sleeping
C2250,55,8,1953638.9258311612,3,3,3,333,Champions
C2251,676,3,207125.31062275663,1,1,1,111,Sleeping
C2252,491,4,543323.5208453061,1,1,2,112,Sleeping
C2253,688,3,354367.9431839797,1,1,2,112,Sleeping
C2254,303,5,916820.1855885035,2,2,3,223,At Risk
C2255,559,2,575.0772003421695,1,1,1,111,Sleeping
C2256,142,6,686997.0598225464,2,2,3,223,At Risk
C2257,661,4,608976.798382704,1,1,2,112,Sleeping
C2258,373,5,7165.978183618475,1,2,1,121,At Risk
C2259,80,6,781370.0441214985,3,2,3,323,Champions
C226,74,8,593226.2860780044,3,3,2,332,Champions
C2260,234,3,267961.27297196066,2,1,1,211,Sleeping
C2261,377,10,946795.350641107,1,3,3,133,At Risk
C2262,122,6,236361.8797349749,3,2,1,321,Sleeping
C2263,129,4,263225.7704258986,2,1,1,211,Sleeping
C2264,223,6,615587.4239289477,2,2,2,222,At Risk
C2265,344,5,518710.41717112693,2,2,2,222,At Risk
C2266,218,5,943373.708687096,2,2,3,223,At Risk
C2267,229,3,700385.3785128021,2,1,3,213,Sleeping
C2268,260,5,286834.1748112033,2,2,2,222,At Risk
C2269,209,7,473747.1254423111,2,3,2,232,At Risk
C227,1105,6,314887.7000539521,1,2,2,122,At Risk
C2270,271,6,460566.9178857393,2,2,2,222,At Risk
C2271,213,7,1684325.3652838205,2,3,3,233,At Risk
C2272,503,4,7900.9942558426355,1,1,1,111,Sleeping
C2273,530,4,436726.3882919676,1,1,2,112,Sleeping
C2274,1077,4,1278479.162370626,1,1,3,113,Sleeping
C2275,206,5,396762.52422260045,2,2,2,222,At Risk
C2276,258,10,1325376.1217903225,2,3,3,233,At Risk
C2277,23,2,163142.74101347412,3,1,1,311,Newbies
C2278,115,10,1640375.9461429762,3,3,3,333,Champions
C2279,1250,3,11994.42948248527,1,1,1,111,Sleeping
C228,407,3,207136.54891944063,1,1,1,111,Sleeping
C2280,303,3,4212.213171422696,2,1,1,211,Sleeping
C2281,61,11,947246.4235341103,3,3,3,333,Champions
C2282,49,7,1487976.4751743486,3,3,3,333,Champions
C2283,481,8,1047397.2796451233,1,3,3,133,At Risk
C2284,965,3,398377.3132599855,1,1,2,112,Sleeping
C2285,608,5,395780.88990145654,1,2,2,122,At Risk
C2286,429,9,542138.6066123509,1,3,2,132,At Risk
C2287,414,5,1230499.2009901418,1,2,3,123,At Risk
C2288,101,2,355736.0092964185,3,1,2,312,Newbies
C2289,20,6,1135188.513195356,3,2,3,323,Champions
C229,139,4,690384.9898979143,2,1,3,213,Sleeping
C2290,74,8,1189518.888986787,3,3,3,333,Champions
C2291,235,5,1302298.9786315176,2,2,3,223,At Risk
C2292,69,11,1465779.6582836865,3,3,3,333,Champions
C2293,268,5,275334.624898616,2,2,2,222,At Risk
C2294,53,4,9298.863761815359,3,1,1,311,Newbies
C2295,380,3,246960.87369972383,1,1,1,111,Sleeping
C2296,212,3,3754.7667871327108,2,1,1,211,Sleeping
C2297,90,6,443644.4478646334,3,2,2,322,Champions
C2298,777,6,220559.05683020788,1,2,1,121,At Risk
C2299,521,5,704560.7673278686,1,2,3,123,At Risk
C230,76,8,444096.54371380183,3,3,2,332,Champions
C2300,826,4,405786.5864739023,1,1,2,112,Sleeping
C2301,41,6,367989.6302404482,3,2,2,322,Champions
C2302,90,7,968407.2700880587,3,3,3,333,Champions
C2303,144,4,1121051.9860241716,2,1,3,213,Sleeping
C2304,79,4,7814.201016110382,3,1,1,311,Newbies
C2305,624,9,150074.9164889704,1,3,1,131,At Risk
C2306,201,6,1342224.4212592144,2,2,3,223,At Risk
C2307,769,5,510750.10324409325,1,2,2,122,At Risk
C2308,42,6,1398264.0804992388,3,2,3,323,Champions
C2309,92,10,1039494.5077650027,3,3,3,333,Champions
C231,814,3,404017.4815497319,1,1,2,112,Sleeping
C2310,34,7,1100462.2523453045,3,3,3,333,Champions
C2311,125,4,921404.2780304739,3,1,3,313,Newbies
C2312,343,6,1297769.5156129007,2,2,3,223,At Risk
C2313,368,4,274145.91304069635,1,1,1,111,Sleeping
C2314,58,6,777239.8999468405,3,2,3,323,Champions
C2315,577,10,466563.5189595975,1,3,2,132,At Risk
C2316,107,5,452952.6664772283,3,2,2,322,Champions
C2317,135,6,1332849.3359491257,2,2,3,223,At Risk
C2318,8,12,1155062.728043993,3,3,3,333,Champions
C2319,246,4,9279.278436910367,2,1,1,211,Sleeping
C232,154,6,109589.77133123578,2,2,1,221,At Risk
C2320,297,5,325881.19698937814,2,2,2,222,At Risk
C2321,583,1,528.3910851569777,1,1,1,111,Sleeping
C2322,559,8,269954.1748267409,1,3,1,131,At Risk
C2323,323,9,1035204.1612413283,2,3,3,233,At Risk
C2324,317,5,11759.930280732871,2,2,1,221,At Risk
C2325,430,5,627233.7156605151,1,2,2,122,At Risk
C2326,406,4,71029.93623161694,1,1,1,111,Sleeping
C2327,170,2,196230.68282276992,2,1,1,211,Sleeping
C2328,541,3,8042.230687357618,1,1,1,111,Sleeping
C2329,356,9,235422.334942382,1,3,1,131,At Risk
C233,65,8,1194200.7905253095,3,3,3,333,Champions
C2330,206,6,185008.95263206615,2,2,1,221,At Risk
C2331,127,4,9575.02768708596,2,1,1,211,Sleeping
C2332,451,6,582131.3172953874,1,2,2,122,At Risk
C2333,139,5,391219.4930583284,2,2,2,222,At Risk
C2334,49,8,513000.5084447691,3,3,2,332,Champions
C2335,1014,2,335169.3437446794,1,1,2,112,Sleeping
C2336,295,6,1115177.9425891796,2,2,3,223,At Risk
C2337,1216,4,504710.55098558037,1,1,2,112,Sleeping
C2338,365,3,292673.49370517395,1,1,2,112,Sleeping
C2339,9,14,1681379.9534543683,3,3,3,333,Champions
