customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,Segment
C1941,1001,3,5855.5440883080155,1,1,1,111,Sleeping
C1942,95,3,432087.1460339388,3,1,2,312,Newbies
C1943,408,4,156255.17960782003,1,1,1,111,Sleeping
C1944,41,6,392014.8414838971,3,2,2,322,Champions
C1945,899,4,439811.5616012383,1,1,2,112,Sleeping
C1946,25,8,789164.5346642429,3,3,3,333,Champions
C1948,852,8,1383315.7387598401,1,3,3,133,At Risk
C1949,123,6,1166811.7113610553,3,2,3,323,Champions
C195,707,7,253343.17803157895,1,3,2,132,At Risk
C1950,322,4,350438.2501569885,2,1,2,212,Sleeping
C1951,61,5,857327.3680857569,3,2,3,323,Champions
C1952,19,9,471854.1058272646,3,3,2,332,Champions
C1953,66,8,702545.4935877761,3,3,3,333,Champions
C1954,319,8,654098.0960031713,2,3,2,232,At Risk
C1955,92,6,16130.957049424262,3,2,1,321,Sleeping
C1956,36,8,199153.6509312788,3,3,1,331,Sleeping
C1957,222,10,756251.6212997525,2,3,3,233,At Risk
C1958,107,7,289303.44136965065,3,3,2,332,Champions
C1959,145,6,300931.3757954472,2,2,2,222,At Risk
C196,91,9,1104919.4391259723,3,3,3,333,Champions
C1960,1388,2,950.2096206708461,1,1,1,111,Sleeping
C1961,527,5,484373.27275131864,1,2,2,122,At Risk
C1962,452,4,343356.7022711157,1,1,2,112,Sleeping
C1963,155,6,602464.058348862,2,2,2,222,At Risk
C1964,264,9,22769.664750682652,2,3,1,231,At Risk
C1965,322,6,1221647.2400627015,2,2,3,223,At Risk
C1966,615,5,174750.184848734,1,2,1,121,At Risk
C1967,175,6,629444.0166115627,2,2,2,222,At Risk
C1968,56,4,194840.7935072093,3,1,1,311,Newbies
C1969,12,9,1146873.0749183632,3,3,3,333,Champions
C197,41,5,1148442.7755149086,3,2,3,323,Champions
C1970,609,3,473840.69323900354,1,1,2,112,Sleeping
C1971,71,3,337780.1533233167,3,1,2,312,Newbies
C1972,59,3,593315.9350478813,3,1,2,312,Newbies
C1973,1,2,1451.1866957267582,3,1,1,311,Newbies
C1974,730,2,646316.0018022928,1,1,2,112,Sleeping
C1975,361,4,151838.67239852564,2,1,1,211,Sleeping
C1976,112,5,1117519.433989421,3,2,3,323,Champions
C1977,655,2,10866.344614086205,1,1,1,111,Sleeping
C1978,237,6,801871.9279792075,2,2,3,223,At Risk
C1979,48,5,1030030.7858402656,3,2,3,323,Champions
C198,86,7,901840.2319207509,3,3,3,333,Champions
C1980,66,3,152731.50681862328,3,1,1,311,Newbies
C1981,382,5,416285.6886330391,1,2,2,122,At Risk
C1982,1116,3,232681.9220787496,1,1,1,111,Sleeping
C1983,953,2,274775.08630260796,1,1,2,112,Sleeping
C1984,937,4,624433.4488556578,1,1,2,112,Sleeping
C1985,546,2,506123.32105065725,1,1,2,112,Sleeping
C1986,15,9,886685.1457369489,3,3,3,333,Champions
C1987,35,7,1330614.999601248,3,3,3,333,Champions
C1988,171,8,1430272.0120642143,2,3,3,233,At Risk
C1989,175,5,595087.9837848911,2,2,2,222,At Risk
C199,387,7,960891.7222880899,1,3,3,133,At Risk
C1990,18,7,414941.69278983766,3,3,2,332,Champions
C1991,60,9,2390808.628532121,3,3,3,333,Champions
C1992,629,2,2205.477752870705,1,1,1,111,Sleeping
C1993,607,3,258811.36288286193,1,1,2,112,Sleeping
C1994,132,5,1180973.5830443378,3,2,3,323,Champions
C1995,74,8,710805.3325079231,3,3,3,333,Champions
C1996,65,6,1179980.1939627375,3,2,3,323,Champions
C1997,8,7,283253.68589852477,3,3,2,332,Champions
C1998,98,9,1286757.6390653686,3,3,3,333,Champions
C1999,28,8,113370.53742053508,3,3,1,331,Sleeping
C200,374,9,668108.7010353645,1,3,3,133,At Risk
C2000,958,3,6878.839156897917,1,1,1,111,Sleeping
C2001,679,2,242473.3129034115,1,1,1,111,Sleeping
C2002,169,4,308035.64862017136,2,1,2,212,Sleeping
C2003,434,5,257689.35281587765,1,2,2,122,At Risk
C2004,185,6,290198.5510904334,2,2,2,222,At Risk
C2005,260,7,726484.1345772638,2,3,3,233,At Risk
C2006,1174,1,988.2194542449876,1,1,1,111,Sleeping
C2007,6,7,11375.759816425847,3,3,1,331,Sleeping
C2008,711,3,10312.991951316984,1,1,1,111,Sleeping
C2009,71,5,812378.0609920743,3,2,3,323,Champions
C201,316,6,130449.26864808316,2,2,1,221,At Risk
C2010,67,3,384189.20726133615,3,1,2,312,Newbies
C2011,514,7,472274.73420875636,1,3,2,132,At Risk
C2012,440,7,157773.51385952922,1,3,1,131,At Risk
C2013,581,9,999644.6962166177,1,3,3,133,At Risk
C2014,55,7,1025000.5184453857,3,3,3,333,Champions
C2015,55,9,523131.6594577743,3,3,2,332,Champions
C2016,377,5,555568.8234028764,1,2,2,122,At Risk
C2017,148,8,1132761.666964985,2,3,3,233,At Risk
C2018,1189,4,351394.7326231391,1,1,2,112,Sleeping
C2019,119,6,383982.21463792084,3,2,2,322,Champions
C202,265,5,243972.53252669648,2,2,1,221,At Risk
C2021,46,6,8032.5840900155645,3,2,1,321,Sleeping
C2022,224,4,19812.688047549404,2,1,1,211,Sleeping
C2023,19,10,2146730.201060627,3,3,3,333,Champions
C2024,9,8,740797.817757233,3,3,3,333,Champions
C2025,1194,1,941.700907233752,1,1,1,111,Sleeping
C2026,1085,2,2101.709516761335,1,1,1,111,Sleeping
C2027,159,3,243394.0219325683,2,1,1,211,Sleeping
C2028,12,8,844609.8155665178,3,3,3,333,Champions
C2029,457,7,1155835.123017644,1,3,3,133,At Risk
C203,158,6,499387.2312311386,2,2,2,222,At Risk
C2030,642,6,459628.3599029346,1,2,2,122,At Risk
C2031,65,9,1530226.0385950508,3,3,3,333,Champions
C2032,347,7,1390523.8138547973,2,3,3,233,At Risk
C2033,592,4,301461.0094306533,1,1,2,112,Sleeping
C2034,130,6,971128.6891021262,3,2,3,323,Champions
C2035,22,5,202482.07714440752,3,2,1,321,Sleeping
C2036,159,8,252914.01592418406,2,3,2,232,At Risk
C2037,17,4,120752.84735246243,3,1,1,311,Newbies
C2038,301,5,103004.93088881801,2,2,1,221,At Risk
C2039,520,5,231610.9070477781,1,2,1,121,At Risk
C204,199,8,888532.12813463,2,3,3,233,At Risk
C2040,90,6,605148.1855949092,3,2,2,322,Champions
C2041,372,7,517986.84388957033,1,3,2,132,At Risk
C2042,162,8,505182.47811497474,2,3,2,232,At Risk
C2043,257,8,1311503.9180649784,2,3,3,233,At Risk
C2044,335,7,1670397.4163388738,2,3,3,233,At Risk
C2045,146,5,196866.40556527043,2,2,1,221,At Risk
C2046,25,6,93384.86224242422,3,2,1,321,Sleeping
C2047,138,5,785177.8580477636,2,2,3,223,At Risk
C2048,330,4,4992.5136530205655,2,1,1,211,Sleeping
C2049,1008,1,162.60871139190135,1,1,1,111,Sleeping
C205,346,3,114816.53144572357,2,1,1,211,Sleeping
C2050,278,3,12632.62621680595,2,1,1,211,Sleeping
C2051,21,4,533352.9113045883,3,1,2,312,Newbies
C2052,1125,3,123880.59452368609,1,1,1,111,Sleeping
C2053,58,5,523460.0505248118,3,2,2,322,Champions
C2054,122,7,428997.7104955615,3,3,2,332,Champions
C2055,247,3,661292.0642174395,2,1,2,212,Sleeping
C2056,148,2,2534.5306623362812,2,1,1,211,Sleeping
C2057,460,7,1601514.6307368889,1,3,3,133,At Risk
C2058,70,9,927142.8818557928,3,3,3,333,Champions
C2059,253,4,109274.94537483936,2,1,1,211,Sleeping
C206,138,2,1361.161494856499,2,1,1,211,Sleeping
C2060,204,6,1335138.9861141404,2,2,3,223,At Risk
C2061,16,10,607378.7695856375,3,3,2,332,Champions
C2062,94,3,231649.1222813639,3,1,1,311,Newbies
C2063,16,7,25764.78040670423,3,3,1,331,Sleeping
C2064,159,6,993061.3388202739,2,2,3,223,At Risk
C2065,11,4,9962.35966272106,3,1,1,311,Newbies
C2066,9,4,102439.75746205653,3,1,1,311,Newbies
C2067,107,6,1057566.805379971,3,2,3,323,Champions
C2068,534,3,6828.106677001056,1,1,1,111,Sleeping
C2069,47,6,128226.74284721319,3,2,1,321,Sleeping
C207,124,1,2092.488514176852,3,1,1,311,Newbies
C2070,161,5,100474.69635311459,2,2,1,221,At Risk
C2071,45,9,395104.14788138616,3,3,2,332,Champions
C2072,157,4,2542.9797045043156,2,1,1,211,Sleeping
C2073,37,3,5551.235405252177,3,1,1,311,Newbies
C2074,306,8,381624.9809088129,2,3,2,232,At Risk
C2075,541,4,252137.6470360357,1,1,2,112,Sleeping
C2076,291,7,699805.2325569245,2,3,3,233,At Risk
C2077,117,5,41037.409717546856,3,2,1,321,Sleeping
C2078,607,4,315762.56791772915,1,1,2,112,Sleeping
C2079,787,2,815.395978574806,1,1,1,111,Sleeping
C208,84,9,1739013.5389889216,3,3,3,333,Champions
C2080,659,4,3811.386402129786,1,1,1,111,Sleeping
C2081,130,7,815863.4938909336,3,3,3,333,Champions
C2082,49,2,116477.42453941534,3,1,1,311,Newbies
C2083,41,3,185207.25140147688,3,1,1,311,Newbies
C2084,452,3,864451.1689509298,1,1,3,113,Sleeping
C2085,130,4,672183.7311088566,3,1,3,313,Newbies
C2086,327,7,1950280.7635807616,2,3,3,233,At Risk
C2087,551,11,566707.3710544213,1,3,2,132,At Risk
C2088,74,5,235748.81102702412,3,2,1,321,Sleeping
C2089,424,7,4910.361291865635,1,3,1,131,At Risk
C209,1444,4,533481.0235511919,1,1,2,112,Sleeping
C2090,354,10,1215555.8974612823,2,3,3,233,At Risk
C2091,1110,3,242156.7704075735,1,1,1,111,Sleeping
C2092,176,5,20071.6808834181,2,2,1,221,At Risk
C2093,257,5,663273.8961535142,2,2,3,223,At Risk
C2094,79,5,13776.996744844975,3,2,1,321,Sleeping
C2095,308,9,907992.4966027349,2,3,3,233,At Risk
C2096,893,6,287114.7542843947,1,2,2,122,At Risk
C2097,467,3,190234.35291734076,1,1,1,111,Sleeping
C2098,724,3,440019.8282788176,1,1,2,112,Sleeping
C2099,88,6,343397.4664240032,3,2,2,322,Champions
C210,116,7,715788.4424756675,3,3,3,333,Champions
C2100,599,3,701656.3665804563,1,1,3,113,Sleeping
C2101,67,9,981839.7071376267,3,3,3,333,Champions
C2102,522,3,727424.264413124,1,1,3,113,Sleeping
C2103,92,4,406352.08596181555,3,1,2,312,Newbies
C2104,307,8,356152.8377831218,2,3,2,232,At Risk
C2105,763,1,280197.65552572353,1,1,2,112,Sleeping
C2106,462,6,261391.69318760475,1,2,2,122,At Risk
C2107,48,6,1030817.3318428469,3,2,3,323,Champions
C2108,1402,4,278027.70511641377,1,1,2,112,Sleeping
C2109,1228,2,501029.7408926985,1,1,2,112,Sleeping
C211,63,5,421380.92880310916,3,2,2,322,Champions
C2110,220,6,626546.8424410232,2,2,2,222,At Risk
C2111,412,5,1197098.3744755695,1,2,3,123,At Risk
C2112,5,7,616839.8214932386,3,3,2,332,Champions
C2113,1013,4,9793.334582510883,1,1,1,111,Sleeping
C2114,835,4,195689.93903201993,1,1,1,111,Sleeping
C2115,118,5,1526921.767612995,3,2,3,323,Champions
C2116,2,10,1563253.0106661536,3,3,3,333,Champions
C2117,28,5,340466.76921154326,3,2,2,322,Champions
C2118,369,6,213324.45595745678,2,2,1,221,At Risk
C2119,160,2,132386.38833465538,2,1,1,211,Sleeping
C212,190,8,591984.2330609867,2,3,2,232,At Risk
C2120,840,3,581766.6011727275,1,1,2,112,Sleeping
C2121,187,3,497072.39570624125,2,1,2,212,Sleeping
C2122,223,6,928470.1130229034,2,2,3,223,At Risk
C2123,826,6,659108.1249870551,1,2,2,122,At Risk
C2124,121,8,1640045.49910964,3,3,3,333,Champions
C2125,494,7,195404.32378225742,1,3,1,131,At Risk
C2126,106,7,851247.8584476479,3,3,3,333,Champions
C2127,152,7,121093.51384839487,2,3,1,231,At Risk
C2128,724,2,1148.489454664248,1,1,1,111,Sleeping
C2129,18,5,1133721.1500080395,3,2,3,323,Champions
C213,486,4,1756673.444927448,1,1,3,113,Sleeping
C2130,289,6,239365.33957820435,2,2,1,221,At Risk
C2131,239,6,198344.8061297347,2,2,1,221,At Risk
C2132,166,8,700242.7024734678,2,3,3,233,At Risk
C2133,718,3,77540.97386217747,1,1,1,111,Sleeping
C2134,85,9,1473131.6702103773,3,3,3,333,Champions
C2135,41,2,225715.7796758677,3,1,1,311,Newbies
C2136,44,5,1022619.7004233954,3,2,3,323,Champions
C2137,1162,4,621052.9083387221,1,1,2,112,Sleeping
C2138,745,4,375371.19733697566,1,1,2,112,Sleeping
C2139,187,9,646711.7616419856,2,3,2,232,At Risk
C214,207,3,1666.8902791602197,2,1,1,211,Sleeping
C2140,463,7,480013.9188050568,1,3,2,132,At Risk
C2141,1010,3,564268.321722581,1,1,2,112,Sleeping
C2142,32,8,1121414.930584279,3,3,3,333,Champions
C2143,341,6,15477.301952371912,2,2,1,221,At Risk
C2144,641,1,460.6984026589208,1,1,1,111,Sleeping
C2146,285,11,1694887.4011167276,2,3,3,233,At Risk
C2147,205,8,718978.060977692,2,3,3,233,At Risk
C2148,241,4,759363.0248651842,2,1,3,213,Sleeping
C2149,364,4,5917.553292743751,2,1,1,211,Sleeping
C215,9,6,1096289.559181307,3,2,3,323,Champions
C2150,47,9,1096200.495816312,3,3,3,333,Champions
C2151,1238,6,368836.95881547505,1,2,2,122,At Risk
C2152,149,6,873707.2043388628,2,2,3,223,At Risk
C2153,106,3,106037.7674029476,3,1,1,311,Newbies
C2154,174,6,541578.2174046733,2,2,2,222,At Risk
C2155,542,7,1125280.194315819,1,3,3,133,At Risk
C2156,160,3,18237.138979716132,2,1,1,211,Sleeping
C2157,324,6,130392.21033480618,2,2,1,221,At Risk
C2158,356,10,1265688.3978773528,2,3,3,233,At Risk
C2159,131,9,1977991.480553569,3,3,3,333,Champions
C216,315,6,771419.1100951139,2,2,3,223,At Risk
C2160,225,8,1237897.1339145314,2,3,3,233,At Risk
C2161,194,7,706712.7562364691,2,3,3,233,At Risk
C2162,124,5,255336.51681542362,3,2,2,322,Champions
C2163,116,6,248674.4443469646,3,2,1,321,Sleeping
C2164,164,6,217603.46847893135,2,2,1,221,At Risk
C2165,142,3,661121.9377631915,2,1,2,212,Sleeping
C2166,577,8,554476.9882735382,1,3,2,132,At Risk
C2167,83,7,652382.4664574903,3,3,2,332,Champions
C2168,575,3,187768.51486756658,1,1,1,111,Sleeping
C2169,51,5,568841.3358109125,3,2,2,322,Champions
C217,20,7,670304.0602454661,3,3,3,333,Champions
C2170,20,8,564290.5294961412,3,3,2,332,Champions
C2171,330,3,331160.7927734675,2,1,2,212,Sleeping
C2172,274,2,5786.091733366178,2,1,1,211,Sleeping
C2173,719,3,222492.6549790603,1,1,1,111,Sleeping
C2174,1521,1,750.3505842389712,1,1,1,111,Sleeping
C2175,714,5,663510.6670842012,1,2,3,123,At Risk
C2176,214,7,1084392.3158932333,2,3,3,233,At Risk
C2177,134,9,505134.39750641264,2,3,2,232,At Risk
C2178,598,3,441333.6860242622,1,1,2,112,Sleeping
C2179,181,6,361517.4948608378,2,2,2,222,At Risk
C218,523,5,752699.8614349302,1,2,3,123,At Risk
C2180,372,7,396888.75200177473,1,3,2,132,At Risk
C2181,26,9,868448.5973476835,3,3,3,333,Champions
C2182,363,3,1227.5216634667877,2,1,1,211,Sleeping
C2183,449,5,337121.0501611136,1,2,2,122,At Risk
C2184,454,7,483430.9260862913,1,3,2,132,At Risk
C2185,263,7,1266945.5953872951,2,3,3,233,At Risk
C2186,1,5,4935.982383331446,3,2,1,321,Sleeping
C2187,187,6,784983.9650535946,2,2,3,223,At Risk
C2188,43,8,11970.958535659298,3,3,1,331,Sleeping
C2189,23,5,1576955.0970909703,3,2,3,323,Champions
C219,162,8,20757.970532571548,2,3,1,231,At Risk
C2190,298,5,391228.48806155776,2,2,2,222,At Risk
C2191,149,3,389734.61211443244,2,1,2,212,Sleeping
C2192,122,6,398487.3707527297,3,2,2,322,Champions
C2193,270,5,449633.91221971146,2,2,2,222,At Risk
C2194,243,12,1087044.490181399,2,3,3,233,At Risk
C2195,40,4,824905.1483177213,3,1,3,313,Newbies
C2196,887,2,3326.1521635933195,1,1,1,111,Sleeping
C2197,625,7,370899.41524196597,1,3,2,132,At Risk
C2198,6,5,266927.3868102421,3,2,2,322,Champions
C2199,255,6,68837.88379616968,2,2,1,221,At Risk
C220,693,3,759592.6205696014,1,1,3,113,Sleeping
C2200,120,10,428731.1731593179,3,3,2,332,Champions
C2201,699,6,639487.9441781522,1,2,2,122,At Risk
C2202,212,1,620.0035388413784,2,1,1,211,Sleeping
C2203,477,7,758927.1496595726,1,3,3,133,At Risk
C2204,39,7,985339.430133415,3,3,3,333,Champions
C2205,184,8,241915.62704253537,2,3,1,231,At Risk
C2206,180,6,1367416.76561425,2,2,3,223,At Risk
C2207,44,9,404422.7256379217,3,3,2,332,Champions
C2208,107,8,480517.8290746731,3,3,2,332,Champions
C2209,335,3,5370.508251902137,2,1,1,211,Sleeping
C221,51,11,475465.7355943273,3,3,2,332,Champions
C2210,103,7,910153.4716746989,3,3,3,333,Champions
C2211,192,4,543790.6069989308,2,1,2,212,Sleeping
C2212,105,6,676495.1272183957,3,2,3,323,Champions
C2213,284,2,394118.9743303337,2,1,2,212,Sleeping
C2214,367,5,877081.3569077213,2,2,3,223,At Risk
C2215,216,6,330008.911669351,2,2,2,222,At Risk
C2216,391,7,1294726.666961026,1,3,3,133,At Risk
C2217,115,7,165872.36879430385,3,3,1,331,Sleeping
C2218,136,5,149793.9867511349,2,2,1,221,At Risk
C2219,178,6,837746.5627945602,2,2,3,223,At Risk
C222,137,3,255033.71147176233,2,1,2,212,Sleeping
C2220,40,4,571274.5794287942,3,1,2,312,Newbies
C2221,213,5,759954.9369014001,2,2,3,223,At Risk
C2222,82,7,102843.94699208357,3,3,1,331,Sleeping
C2223,750,5,717154.3858639635,1,2,3,123,At Risk
C2224,24,11,1136445.1703112281,3,3,3,333,Champions
C2225,505,5,5886.737615548693,1,2,1,121,At Risk
C2226,57,8,791457.9123275387,3,3,3,333,Champions
C2227,202,6,1627407.0924657327,2,2,3,223,At Risk
C2228,1018,4,673243.9707504164,1,1,3,113,Sleeping
C2229,99,5,7940.393471631523,3,2,1,321,Sleeping
C223,382,7,647671.4180540625,1,3,2,132,At Risk
C2230,41,7,310566.80103404203,3,3,2,332,Champions
C2231,361,5,271334.00042589,2,2,2,222,At Risk
C2232,1394,2,248782.51104708368,1,1,1,111,Sleeping
C2233,143,9,1588781.7758712203,2,3,3,233,At Risk
C2234,110,3,464643.3130613096,3,1,2,312,Newbies
C2235,448,3,95728.97291719994,1,1,1,111,Sleeping
C2236,447,4,302174.54152155673,1,1,2,112,Sleeping
C2237,759,4,199437.66581126704,1,1,1,111,Sleeping
C2238,557,3,142558.9842110645,1,1,1,111,Sleeping
C2239,12,6,954051.6826012036,3,2,3,323,Champions
C224,16,5,919007.0633451724,3,2,3,323,Champions
C2240,725,4,1186811.709002834,1,1,3,113,Sleeping
C2241,262,3,57236.01519514813,2,1,1,211,Sleeping
C2242,171,4,114618.77884802796,2,1,1,211,Sleeping
C2243,1154,3,249103.35851085544,1,1,2,112,Sleeping
C2244,149,7,280747.69656428846,2,3,2,232,At Risk
C2245,70,7,826710.3272408997,3,3,3,333,Champions
C2246,195,6,378601.4683402005,2,2,2,222,At Risk
C2247,491,4,196262.39917105722,1,1,1,111,Sleeping
C2248,274,6,74466.3725650151,2,2,1,221,At Risk
C2249,361,6,483548.7736993083,2,2,2,222,At Risk
C225,796,2,682807.0199681802,1,1,3,113,Sleeping
C2250,55,8,1801847.2676828546,3,3,3,333,Champions
C2251,676,3,206334.0442615355,1,1,1,111,Sleeping
C2252,491,4,207090.20339118582,1,1,1,111,Sleeping
C2253,688,3,354528.42708533636,1,1,2,112,Sleeping
C2254,303,5,1010677.9576278486,2,2,3,223,At Risk
C2255,1843,1,50.68087396383876,1,1,1,111,Sleeping
C2256,142,6,724874.8723805996,2,2,3,223,At Risk
C2257,661,4,610652.3011107319,1,1,2,112,Sleeping
C2258,373,4,6705.612674930635,1,1,1,111,Sleeping
C2259,80,6,754061.0417132424,3,2,3,323,Champions
C226,74,8,679420.1943649866,3,3,3,333,Champions
C2260,234,3,268910.3359714097,2,1,2,212,Sleeping
C2261,377,9,1060227.5669330559,1,3,3,133,At Risk
C2262,122,6,429954.0833856047,3,2,2,322,Champions
C2263,129,4,215032.7025770346,3,1,1,311,Newbies
C2264,223,5,526861.7261859705,2,2,2,222,At Risk
C2265,344,5,518441.9314309901,2,2,2,222,At Risk
C2266,218,5,944118.2477529341,2,2,3,223,At Risk
C2267,229,3,854546.9065731385,2,1,3,213,Sleeping
C2268,260,5,368448.289219483,2,2,2,222,At Risk
C2269,209,7,480005.051755034,2,3,2,232,At Risk
C227,1105,5,316004.77704520756,1,2,2,122,At Risk
C2270,271,6,243965.70382052253,2,2,1,221,At Risk
C2271,213,6,1609642.874196183,2,2,3,223,At Risk
C2272,846,3,7569.022061671074,1,1,1,111,Sleeping
C2273,530,4,438172.23608524655,1,1,2,112,Sleeping
C2274,1077,4,1411785.9573607238,1,1,3,113,Sleeping
C2275,206,4,397140.39318476693,2,1,2,212,Sleeping
C2276,258,9,1362907.6374534634,2,3,3,233,At Risk
C2277,23,2,163847.30585274706,3,1,1,311,Newbies
C2278,115,9,1756664.7821494734,3,3,3,333,Champions
C2279,1250,3,8098.6744867399875,1,1,1,111,Sleeping
C228,407,3,207879.96126175008,1,1,1,111,Sleeping
C2280,303,3,2896.6812077690984,2,1,1,211,Sleeping
C2281,61,11,915485.2733505572,3,3,3,333,Champions
C2282,49,7,1137018.1147615924,3,3,3,333,Champions
C2283,577,6,1050852.3847191092,1,2,3,123,At Risk
C2284,965,3,441942.9645933345,1,1,2,112,Sleeping
C2285,608,5,381249.86943956115,1,2,2,122,At Risk
C2286,429,9,464352.41685853805,1,3,2,132,At Risk
C2287,414,5,880318.9132974197,1,2,3,123,At Risk
C2288,101,2,353614.2638005573,3,1,2,312,Newbies
C2289,20,6,1822229.955199624,3,2,3,323,Champions
C229,139,4,873774.4370431475,2,1,3,213,Sleeping
C2290,74,8,1320582.7592407735,3,3,3,333,Champions
C2291,235,5,1304707.422917589,2,2,3,223,At Risk
C2292,69,11,1565732.7204692403,3,3,3,333,Champions
C2293,268,5,275308.118881487,2,2,2,222,At Risk
C2294,53,4,11093.50070486319,3,1,1,311,Newbies
C2295,380,3,282673.10206892923,1,1,2,112,Sleeping
C2296,212,3,4418.250559075634,2,1,1,211,Sleeping
C2297,90,5,321216.41733300313,3,2,2,322,Champions
C2298,777,6,221137.06307845813,1,2,1,121,At Risk
C2299,521,4,706388.524320103,1,1,3,113,Sleeping
C230,76,8,445949.63269236835,3,3,2,332,Champions
C2300,826,4,404222.03722109745,1,1,2,112,Sleeping
C2301,41,6,232305.00156650634,3,2,1,321,Sleeping
C2302,90,7,509349.080304444,3,3,2,332,Champions
C2303,144,4,1122969.8792752696,2,1,3,213,Sleeping
C2304,79,4,4540.042984231293,3,1,1,311,Newbies
C2305,624,9,150590.4816752715,1,3,1,131,At Risk
C2306,201,6,1180559.4171912035,2,2,3,223,At Risk
C2307,769,4,511266.13235499564,1,1,2,112,Sleeping
C2308,42,6,1455311.5123028872,3,2,3,323,Champions
C2309,92,8,1038597.1846608634,3,3,3,333,Champions
C231,814,3,402428.8555519376,1,1,2,112,Sleeping
C2310,34,7,1107857.601212218,3,3,3,333,Champions
C2311,125,4,921404.2780304739,3,1,3,313,Newbies
C2312,343,5,687621.2876371053,2,2,3,223,At Risk
C2313,368,4,275318.67257961514,2,1,2,212,Sleeping
C2314,58,5,775560.3121994478,3,2,3,323,Champions
C2315,577,9,847859.3484558236,1,3,3,133,At Risk
C2316,107,5,458845.11382867326,3,2,2,322,Champions
C2317,135,6,1333179.2004216898,2,2,3,223,At Risk
C2318,8,11,1422786.1141522443,3,3,3,333,Champions
C2319,246,3,7904.593289861823,2,1,1,211,Sleeping
C232,724,5,142589.6312852483,1,2,1,121,At Risk
C2320,297,5,326622.2850416494,2,2,2,222,At Risk
C2321,583,1,525.2337257881367,1,1,1,111,Sleeping
C2322,559,8,271329.63135831343,1,3,2,132,At Risk
C2323,323,9,943841.3485124207,2,3,3,233,At Risk
C2324,317,5,14390.485276847034,2,2,1,221,At Risk
C2325,430,5,625123.6867388715,1,2,2,122,At Risk
C2326,406,4,61202.753822817154,1,1,1,111,Sleeping
C2327,170,2,194365.60871257176,2,1,1,211,Sleeping
C2328,541,3,7650.806868031992,1,1,1,111,Sleeping
C2329,356,9,266457.6380672969,2,3,2,232,At Risk
C233,65,8,1169150.9229710589,3,3,3,333,Champions
C2330,206,6,184302.68125630548,2,2,1,221,At Risk
C2331,127,4,9340.501171722379,3,1,1,311,Newbies
C2332,451,5,580754.5355167671,1,2,2,122,At Risk
C2333,139,5,617885.2099463448,2,2,2,222,At Risk
C2334,49,7,513351.66642195533,3,3,2,332,Champions
C2335,1014,1,334640.9526595224,1,1,2,112,Sleeping
C2336,295,6,1113935.4709776137,2,2,3,223,At Risk
C2337,1216,3,495558.08781779767,1,1,2,112,Sleeping
C2338,365,3,293345.2691610145,2,1,2,212,Sleeping
C2339,9,13,1906361.6570193972,3,3,3,333,Champions
C234,235,7,840654.3234439738,2,3,3,233,At Risk
C2340,17,5,323863.6107379349,3,2,2,322,Champions
C2341,689,2,915.9115879520962,1,1,1,111,Sleeping
C2342,218,5,613534.8880346603,2,2,2,222,At Risk
C2343,41,9,440025.15717119747,3,3,2,332,Champions
C2344,628,1,455523.2219177373,1,1,2,112,Sleeping
C2345,1107,5,581574.5851462097,1,2,2,122,At Risk
C2346,22,3,1194.5694185207312,3,1,1,311,Newbies
C2347,99,5,260516.1419328721,3,2,2,322,Champions
C2348,315,10,672997.582476139,2,3,3,233,At Risk
C2349,68,3,163099.06088463214,3,1,1,311,Newbies
C235,248,11,242869.74688506592,2,3,1,231,At Risk
C2350,393,7,847676.8172650272,1,3,3,133,At Risk
C2351,409,7,571288.2377723462,1,3,2,132,At Risk
C2352,474,3,7259.290778364557,1,1,1,111,Sleeping
C2353,307,5,6320.565313394386,2,2,1,221,At Risk
C2354,121,9,1705606.5998115882,3,3,3,333,Champions
C2355,406,7,1139543.0089998792,1,3,3,133,At Risk
C2356,593,1,747371.050703349,1,1,3,113,Sleeping
C2357,644,4,365809.5600281232,1,1,2,112,Sleeping
C2358,19,9,958709.4027416157,3,3,3,333,Champions
C2359,122,4,107033.16288996865,3,1,1,311,Newbies
C236,202,5,5421.768686080856,2,2,1,221,At Risk
C2360,168,3,193375.92415202444,2,1,1,211,Sleeping
C2361,87,8,605331.7239288088,3,3,2,332,Champions
C2362,250,6,457396.0905348721,2,2,2,222,At Risk
C2363,401,8,1377507.1569269649,1,3,3,133,At Risk
C2364,135,5,14382.597928071387,2,2,1,221,At Risk
C2365,351,6,510186.8042230095,2,2,2,222,At Risk
C2366,197,4,477354.9696514278,2,1,2,212,Sleeping
C2367,574,6,2049675.0931972505,1,2,3,123,At Risk
C2368,257,3,335013.6005147223,2,1,2,212,Sleeping
C2369,641,7,1122581.0595833538,1,3,3,133,At Risk
C237,25,7,622726.0723308718,3,3,2,332,Champions
C2370,70,6,12973.898321118148,3,2,1,321,Sleeping
C2371,188,8,874613.358396512,2,3,3,233,At Risk
C2372,196,8,959594.1112961299,2,3,3,233,At Risk
C2373,732,5,664913.5869924249,1,2,3,123,At Risk
C2374,111,5,584969.8079222303,3,2,2,322,Champions
C2375,74,6,612691.496372426,3,2,2,322,Champions
C2376,449,4,932435.6148500205,1,1,3,113,Sleeping
C2377,224,3,425575.12012977025,2,1,2,212,Sleeping
C2378,52,7,618427.0188572063,3,3,2,332,Champions
