transaction_id,transaction_date,customer_id,product_name,quantity,price,payment_method,transaction_status,is_refund,price_category,total_amount,value_tier,transaction_day_of_week,discount_percentage,margin,price_category_loc,price_category_where,price_category_select,Branch,City,Country,Manager,lat,lon,transaction_month,order_period_num,cohort_month,cohort_index
T12159,2020-08-04,C4635,Coffee Machine,247.0,789.3080457454763,Cash,Completed,0,High,194959.08729913266,High,Tuesday,0.05,74084.45317367041,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2020-08,24248.0,2020-06,2.0
T12161,2020-05-18,C187,Tablet,155.0,526.4327594609574,Paypal,Not specified,0,High,81597.0777164484,High,Monday,0.15,27743.00642359246,High,High,High,Branch C,Paris,France,Michael,48.8566,2.3522,2020-05,24245.0,2020-05,0.0
T12166,2025-01-27,C4351,Smartphone,1.0,977.086608843646,Creditcard,Failed,0,High,977.086608843646,Medium,Monday,0.0,390.8346435374584,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2025-01,24301.0,2020-04,57.0
T12170,2025-01-05,C4528,Smartphone,7.0,525.395978574806,Creditcard,Pending,0,High,3677.771850023642,Medium,Sunday,0.0,1471.1087400094568,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2025-01,24301.0,2022-12,25.0
T12173,2023-11-18,C4787,Smartphone,773.0,398.8764864886564,Paypal,Not specified,0,Standard,308331.52405573137,High,Saturday,0.15,104832.71817894868,,Standard,Standard,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2023-11,24287.0,2021-11,24.0
T12179,2023-04-30,C1467,Headphones,304.0,328.8203340965348,Creditcard,Completed,0,Standard,99961.38156534657,High,Sunday,0.15,33986.869732217834,,Standard,Standard,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2023-04,24280.0,2022-09,7.0
T12185,2020-10-21,C500,Tablet,1.0,735.1479461740851,Paypal,Failed,0,High,735.1479461740851,Low,Wednesday,0.0,294.05917846963405,High,High,High,Branch C,Paris,France,Michael,48.8566,2.3522,2020-10,24250.0,2020-10,0.0
T12187,2020-03-17,C4498,Coffee Machine,8.0,244.30017724098707,Paypal,Completed,0,Standard,1954.4014179278965,Medium,Tuesday,0.15,664.4964820954848,,Standard,Standard,Branch B,Berlin,Germany,John,52.52,13.405,2020-03,24243.0,2020-03,0.0
T12190,2022-03-06,C927,Smartphone,151.0,525.395978574806,Paypal,Failed,0,High,79334.79276479571,High,Sunday,0.05,30147.221250622373,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2022-03,24267.0,2021-03,12.0
T12193,2025-01-17,C3441,Laptop,693.0,93.88679732440846,Paypal,Pending,0,Standard,65063.550545815066,High,Friday,0.15,22121.607185577122,,Standard,Standard,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2025-01,24301.0,2020-11,50.0
T12197,2024-11-17,C3165,Laptop,10.0,527.272350942949,Creditcard,Completed,0,High,5272.723509429489,Medium,Sunday,0.05,2003.634933583206,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2024-11,24299.0,2020-03,56.0
T12198,2020-11-10,C2792,Headphones,6.0,525.2337257881367,Paypal,Completed,0,High,3151.40235472882,Medium,Tuesday,0.05,1197.5328947969515,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2020-11,24251.0,2020-01,10.0
T12200,2024-02-25,C4358,Tablet,1.0,349.1750210847581,Paypal,Pending,0,Standard,349.1750210847581,Low,Sunday,0.15,118.71950716881776,,Standard,Standard,Branch C,Paris,France,Michael,48.8566,2.3522,2024-02,24290.0,2022-12,14.0
T12201,2025-01-20,C1151,Headphones,1.0,674.6953668544162,Paypal,Failed,0,High,674.6953668544162,Low,Monday,0.0,269.8781467417665,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2025-01,24301.0,2021-04,45.0
T12205,2022-03-22,C347,Headphones,130.0,190.5170608515811,Creditcard,Completed,0,Standard,24767.217910705545,High,Tuesday,0.0,9906.88716428222,,Standard,Standard,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2022-03,24267.0,2020-03,24.0
T12209,2020-08-04,C197,Smartphone,1.0,146.0529872850297,Paypal,Not specified,0,Standard,146.0529872850297,Low,Tuesday,0.05,55.50013516831129,,Standard,Standard,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2020-08,24248.0,2020-08,0.0
T12210,2023-11-20,C4024,Headphones,1.0,456.15,Paypal,Completed,0,Standard,456.15,Low,Monday,0.05,173.337,,Standard,Standard,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2023-11,24287.0,2022-09,14.0
T12216,2022-11-16,C2801,Coffee Machine,9.0,204.93,Creditcard,Failed,0,Standard,1844.3700000000001,Medium,Wednesday,0.15,627.0858000000001,,Standard,Standard,Branch B,Berlin,Germany,John,52.52,13.405,2022-11,24275.0,2020-04,31.0
T12218,2021-03-11,C4047,Tablet,1.0,660.2459774538463,Creditcard,Completed,0,High,660.2459774538463,Low,Thursday,0.0,264.09839098153856,High,High,High,Branch C,Paris,France,Michael,48.8566,2.3522,2021-03,24255.0,2020-01,14.0
T12219,2023-02-03,C2896,Tablet,1.0,548.7396874977879,Paypal,Completed,0,High,548.7396874977879,Low,Friday,0.05,208.5210812491594,High,High,High,Branch C,Paris,France,Michael,48.8566,2.3522,2023-02,24278.0,2020-08,30.0
T12223,2021-05-08,C1936,Headphones,1.0,485.9051960417004,Creditcard,Completed,0,Standard,485.9051960417004,Low,Saturday,0.0,194.36207841668016,,Standard,Standard,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2021-05,24257.0,2021-05,0.0
T12225,2022-01-01,C1741,Smartphone,1.0,525.395978574806,Creditcard,Pending,0,High,525.395978574806,Low,Saturday,0.15,178.63463271543404,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2022-01,24265.0,2021-11,2.0
T12228,2021-11-01,C2018,Coffee Machine,527.0,98.53399138388414,Paypal,Completed,0,Standard,51927.41345930695,High,Monday,0.05,19732.41711453664,,Standard,Standard,Branch B,Berlin,Germany,John,52.52,13.405,2021-11,24263.0,2020-01,22.0
T12232,2020-01-20,C4283,Smartphone,937.0,349.0017573285213,Creditcard,Failed,0,Standard,327014.64661682444,High,Monday,0.2,104644.68691738383,,Standard,Standard,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2020-01,24241.0,2020-01,0.0
T12233,2023-08-03,C030,Smartphone,5.0,710.3572840586796,Paypal,Not specified,0,High,3551.786420293398,Medium,Thursday,0.0,1420.7145681173592,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2023-08,24284.0,2020-08,36.0
T12236,2020-09-18,C4007,Smartphone,2.0,525.395978574806,Creditcard,Completed,0,High,1050.791957149612,Medium,Friday,0.05,399.30094371685254,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2020-09,24249.0,2020-09,0.0
T12237,2023-01-08,C4358,Tablet,10.0,526.4327594609574,Paypal,Completed,0,High,5264.327594609575,Medium,Sunday,0.15,1789.8713821672554,High,High,High,Branch C,Paris,France,Michael,48.8566,2.3522,2023-01,24277.0,2022-12,1.0
T12241,2021-06-14,C3763,Smartphone,3.0,613.3071213809159,Paypal,Completed,0,High,1839.9213641427477,Medium,Monday,0.0,735.9685456570992,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2021-06,24258.0,2020-06,12.0
T12243,2024-08-25,C1460,Tablet,742.0,526.4327594609574,Creditcard,Completed,0,High,390613.1075200304,High,Sunday,0.0,156245.24300801216,High,High,High,Branch C,Paris,France,Michael,48.8566,2.3522,2024-08,24296.0,2020-07,49.0
T12245,2021-08-16,C2454,Laptop,1.0,526.0083393969253,Paypal,Completed,0,High,526.0083393969253,Low,Monday,0.05,199.8831689708316,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2021-08,24260.0,2020-06,14.0
T12246,2023-05-29,C4862,Laptop,7.0,239.6356664139612,Creditcard,Completed,0,Standard,1677.4496648977283,Medium,Monday,0.0,670.9798659590914,,Standard,Standard,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2023-05,24281.0,2021-03,26.0
T12254,2024-04-08,C1872,Headphones,7.0,406.57,Creditcard,Failed,0,Standard,2845.99,Medium,Monday,0.1,1024.5564000000002,,Standard,Standard,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2024-04,24292.0,2020-02,50.0
T12256,2024-05-10,C4295,Smartphone,5.0,728.8393364147264,Creditcard,Completed,0,High,3644.196682073632,Medium,Friday,0.15,1239.026871905035,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2024-05,24293.0,2022-07,22.0
T12257,2020-01-02,C4210,Coffee Machine,1.0,873.84,Creditcard,Completed,0,High,873.84,Medium,Thursday,0.05,332.05920000000003,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2020-01,24241.0,2020-01,0.0
T12261,2022-05-08,C3967,Coffee Machine,1.0,523.122128544213,Cash,Completed,0,High,523.122128544213,Low,Sunday,0.05,198.78640884680092,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2022-05,24269.0,2020-03,26.0
T12262,2023-03-27,C3457,Smartphone,1.0,616.7036382703405,Creditcard,Not specified,0,High,616.7036382703405,Low,Monday,0.05,234.3473825427294,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2023-03,24279.0,2022-06,9.0
T12266,2021-02-03,C4496,Coffee Machine,1.0,414.55045429688346,Creditcard,Completed,0,Standard,414.55045429688346,Low,Wednesday,0.1,149.23816354687807,,Standard,Standard,Branch B,Berlin,Germany,John,52.52,13.405,2021-02,24254.0,2020-10,4.0
T12267,2020-04-16,C2324,Tablet,1.0,395.7263205077519,Paypal,Pending,0,Standard,395.7263205077519,Low,Thursday,0.0,158.29052820310076,,Standard,Standard,Branch C,Paris,France,Michael,48.8566,2.3522,2020-04,24244.0,2020-04,0.0
T12271,2020-01-18,C560,Smartphone,1.0,392.43339072288336,Paypal,Completed,0,Standard,392.43339072288336,Low,Saturday,0.0,156.97335628915334,,Standard,Standard,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2020-01,24241.0,2020-01,0.0
T12279,2022-01-11,C3405,Headphones,656.0,525.2337257881367,Paypal,Completed,0,High,344553.3241170177,High,Tuesday,0.0,137821.32964680708,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2022-01,24265.0,2020-12,13.0
T12280,2021-07-21,C4185,Smartphone,1.0,987.9325346483504,Paypal,Pending,0,High,987.9325346483504,Medium,Wednesday,0.1,355.65571247340614,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2021-07,24259.0,2020-01,18.0
T12286,2022-04-04,C1381,Laptop,1.0,526.0083393969253,Paypal,Failed,0,High,526.0083393969253,Low,Monday,0.0,210.40333575877014,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2022-04,24268.0,2020-07,21.0
T12291,2021-02-16,C1190,Tablet,3.0,460.2601534310137,Cash,Completed,0,Standard,1380.780460293041,Medium,Tuesday,0.05,524.6965749113556,,Standard,Standard,Branch C,Paris,France,Michael,48.8566,2.3522,2021-02,24254.0,2020-11,3.0
T12295,2022-06-05,C4373,Headphones,5.0,507.2196363388912,Cash,Not specified,0,High,2536.098181694456,Medium,Sunday,0.0,1014.4392726777824,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2022-06,24270.0,2021-03,15.0
T12298,2021-09-28,C4089,Tablet,1.0,526.4327594609574,Paypal,Completed,0,High,526.4327594609574,Low,Tuesday,0.05,200.04444859516383,High,High,High,Branch C,Paris,France,Michael,48.8566,2.3522,2021-09,24261.0,2021-05,4.0
T12303,2024-02-05,C2182,Laptop,1.0,134.2670459080216,Paypal,Completed,0,Standard,134.2670459080216,Low,Monday,0.2,42.965454690566915,,Standard,Standard,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2024-02,24290.0,2020-08,42.0
T12313,2021-07-13,C2351,Headphones,395.0,173.0991910478029,Creditcard,Completed,0,Standard,68374.18046388215,High,Tuesday,0.05,25982.188576275217,,Standard,Standard,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2021-07,24259.0,2020-06,13.0
T12314,2024-03-18,C704,Coffee Machine,6.0,523.122128544213,Paypal,Completed,0,High,3138.7327712652777,Medium,Monday,0.2,1004.394486804889,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2024-03,24291.0,2020-04,47.0
T12316,2020-11-11,C3335,Headphones,1.0,525.2337257881367,Creditcard,Completed,0,High,525.2337257881367,Low,Wednesday,0.0,210.09349031525468,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2020-11,24251.0,2020-02,9.0
T12317,2021-10-17,C700,Coffee Machine,8.0,523.122128544213,Paypal,Completed,0,High,4184.977028353704,Medium,Sunday,0.0,1673.9908113414815,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2021-10,24262.0,2020-05,17.0
T12320,2022-09-09,C4196,Tablet,1.0,526.4327594609574,Cash,Completed,0,High,526.4327594609574,Low,Friday,0.1,189.5157934059447,High,High,High,Branch C,Paris,France,Michael,48.8566,2.3522,2022-09,24273.0,2020-10,23.0
T12327,2024-01-08,C014,Smartphone,620.0,476.47038918503415,Paypal,Pending,0,Standard,295411.64129472116,High,Monday,0.0,118164.65651788848,,Standard,Standard,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2024-01,24289.0,2021-03,34.0
T12328,2021-01-12,C3903,Laptop,163.0,360.34296688046936,Creditcard,Pending,0,Standard,58735.903601516504,High,Tuesday,0.1,21144.925296545945,,Standard,Standard,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2021-01,24253.0,2021-01,0.0
T12332,2021-01-05,C4788,Tablet,1.0,572.6463361418766,Paypal,Completed,0,High,572.6463361418766,Low,Tuesday,0.0,229.05853445675066,High,High,High,Branch C,Paris,France,Michael,48.8566,2.3522,2021-01,24253.0,2020-07,6.0
T12343,2021-04-01,C1151,Smartphone,101.0,765.0569853165298,Creditcard,Failed,0,High,77270.75551696951,High,Thursday,0.15,26272.05687576963,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2021-04,24256.0,2021-04,0.0
T12347,2021-05-29,C4576,Headphones,1.0,525.2337257881367,Creditcard,Failed,0,High,525.2337257881367,Low,Saturday,0.1,189.0841412837292,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2021-05,24257.0,2020-05,12.0
T12351,2021-12-18,C1897,Laptop,1.0,433.59433082619216,Paypal,Completed,0,Standard,433.59433082619216,Low,Saturday,0.05,164.765845713953,,Standard,Standard,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2021-12,24264.0,2020-11,13.0
T12354,2020-03-15,C3043,Tablet,1.0,526.4327594609574,Creditcard,Completed,0,High,526.4327594609574,Low,Sunday,0.1,189.5157934059447,High,High,High,Branch C,Paris,France,Michael,48.8566,2.3522,2020-03,24243.0,2020-03,0.0
T12358,2020-08-11,C4098,Tablet,690.0,526.4327594609574,Cash,Failed,0,High,363238.6040280606,High,Tuesday,0.15,123501.1253695406,High,High,High,Branch C,Paris,France,Michael,48.8566,2.3522,2020-08,24248.0,2020-01,7.0
T12359,2021-09-16,C530,Tablet,1.0,526.4327594609574,Paypal,Not specified,0,High,526.4327594609574,Low,Thursday,0.1,189.5157934059447,High,High,High,Branch C,Paris,France,Michael,48.8566,2.3522,2021-09,24261.0,2020-09,12.0
T12363,2024-11-14,C285,Laptop,207.0,400.930749522698,Paypal,Failed,0,Standard,82992.6651511985,High,Thursday,0.05,31537.212757455432,,Standard,Standard,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2024-11,24299.0,2020-04,55.0
T12364,2021-08-13,C950,Laptop,6.0,414.9204157585408,Cash,Completed,0,Standard,2489.5224945512446,Medium,Friday,0.0,995.8089978204979,,Standard,Standard,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2021-08,24260.0,2021-04,4.0
T12367,2020-04-13,C957,Laptop,1.0,438.1915613040407,Paypal,Failed,0,Standard,438.1915613040407,Low,Monday,0.05,166.5127932955355,,Standard,Standard,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2020-04,24244.0,2020-04,0.0
T12369,2022-03-11,C4611,Laptop,2.0,526.0083393969253,Paypal,Pending,0,High,1052.0166787938506,Medium,Friday,0.1,378.72600436578625,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2022-03,24267.0,2021-08,7.0
T12370,2024-09-30,C005,Coffee Machine,9.0,335.02219303336216,Paypal,Not specified,0,Standard,3015.1997373002596,Medium,Monday,0.15,1025.1679106820882,,Standard,Standard,Branch B,Berlin,Germany,John,52.52,13.405,2024-09,24297.0,2020-01,56.0
T12378,2024-11-26,C3047,Headphones,1.0,427.3045867382142,Paypal,Completed,0,Standard,427.3045867382142,Low,Tuesday,0.15,145.28355949099281,,Standard,Standard,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2024-11,24299.0,2020-05,54.0
T12379,2020-07-03,C2125,Coffee Machine,1.0,523.122128544213,Creditcard,Completed,0,High,523.122128544213,Low,Friday,0.15,177.8615237050324,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2020-07,24247.0,2020-01,6.0
T12380,2023-06-02,C4574,Laptop,1.0,526.0083393969253,Paypal,Not specified,0,High,526.0083393969253,Low,Friday,0.0,210.40333575877014,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2023-06,24282.0,2023-02,4.0
T12381,2023-02-14,C4142,Headphones,1.0,523.6828967732024,Paypal,Not specified,0,High,523.6828967732024,Low,Tuesday,0.05,198.99950077381692,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2023-02,24278.0,2020-09,29.0
T12383,2022-04-27,C223,Laptop,7.0,526.0083393969253,Creditcard,Not specified,0,High,3682.058375778477,Medium,Wednesday,0.0,1472.8233503113909,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2022-04,24268.0,2020-01,27.0
T12384,2024-04-22,C4023,Laptop,3.0,356.62351857736496,Cash,Completed,0,Standard,1069.870555732095,Medium,Monday,0.1,385.1534000635543,,Standard,Standard,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2024-04,24292.0,2020-10,42.0
T12394,2022-01-02,C4541,Tablet,1.0,56.10532956264644,Creditcard,Completed,0,Standard,56.10532956264644,Low,Sunday,0.0,22.442131825058578,,Standard,Standard,Branch C,Paris,France,Michael,48.8566,2.3522,2022-01,24265.0,2021-04,9.0
T12403,2024-02-25,C2312,Headphones,988.0,76.69918730181587,Paypal,Completed,0,Standard,75778.79705419407,High,Sunday,0.15,25764.790998425986,,Standard,Standard,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2024-02,24290.0,2020-01,49.0
T12411,2021-03-26,C2958,Smartphone,1.0,851.0303896930034,Cash,Pending,0,High,851.0303896930034,Medium,Friday,0.1,306.3709402894812,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2021-03,24255.0,2020-05,10.0
T12417,2020-01-16,C1108,Laptop,1.0,811.0635056828668,Creditcard,Completed,0,High,811.0635056828668,Medium,Thursday,0.2,259.5403218185174,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2020-01,24241.0,2020-01,0.0
T12418,2024-07-22,C1178,Tablet,407.0,202.06102687852763,Creditcard,Not specified,0,Standard,82238.83793956075,High,Monday,0.0,32895.5351758243,,Standard,Standard,Branch C,Paris,France,Michael,48.8566,2.3522,2024-07,24295.0,2021-10,33.0
T12427,2020-12-03,C4801,Laptop,8.0,526.0083393969253,Paypal,Completed,0,High,4208.066715175402,Medium,Thursday,0.05,1599.0653517666528,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2020-12,24252.0,2020-09,3.0
T12432,2021-05-26,C1700,Laptop,588.0,526.0083393969253,Paypal,Completed,0,High,309292.9035653921,High,Wednesday,0.0,123717.16142615683,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2021-05,24257.0,2021-04,1.0
T12434,2024-08-13,C3469,Smartphone,648.0,810.470495716503,Paypal,Pending,0,High,525184.881224294,High,Tuesday,0.0,210073.9524897176,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2024-08,24296.0,2021-03,41.0
T12437,2021-02-17,C4104,Smartphone,136.0,814.02,Paypal,Completed,0,High,110706.72,High,Wednesday,0.1,39854.419200000004,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2021-02,24254.0,2020-02,12.0
T12441,2024-04-29,C194,Smartphone,295.0,502.05522993997977,Creditcard,Completed,0,High,148106.29283229404,High,Monday,0.0,59242.51713291762,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2024-04,24292.0,2020-11,41.0
T12442,2022-01-15,C1713,Laptop,1.0,984.0467398891084,Creditcard,Pending,0,High,984.0467398891084,Medium,Saturday,0.0,393.6186959556434,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2022-01,24265.0,2020-11,14.0
T12444,2020-12-04,C2698,Coffee Machine,1.0,476.74371252373305,Paypal,Not specified,0,Standard,476.74371252373305,Low,Friday,0.0,190.69748500949322,,Standard,Standard,Branch B,Berlin,Germany,John,52.52,13.405,2020-12,24252.0,2020-02,10.0
T12445,2022-02-07,C2492,Coffee Machine,7.0,523.122128544213,Paypal,Not specified,0,High,3661.8548998094907,Medium,Monday,0.1,1318.2677639314168,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2022-02,24266.0,2020-05,21.0
T12449,2020-05-30,C4848,Coffee Machine,1.0,523.122128544213,Paypal,Pending,0,High,523.122128544213,Low,Saturday,0.1,188.3239662759167,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2020-05,24245.0,2020-05,0.0
T12451,2021-12-08,C1829,Headphones,728.0,525.2337257881367,Paypal,Failed,0,High,382370.1523737635,High,Wednesday,0.0,152948.0609495054,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2021-12,24264.0,2021-12,0.0
T12455,2021-11-21,C1251,Coffee Machine,9.0,592.9654533046727,Paypal,Completed,0,High,5336.689079742054,Medium,Sunday,0.0,2134.6756318968214,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2021-11,24263.0,2021-06,5.0
T12456,2020-03-11,C2665,Coffee Machine,706.0,600.7,Paypal,Completed,0,High,424094.2,High,Wednesday,0.0,169637.68000000002,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2020-03,24243.0,2020-03,0.0
T12461,2023-10-21,C904,Headphones,1.0,809.9533684403468,Paypal,Completed,0,High,809.9533684403468,Medium,Saturday,0.1,291.58321263852486,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2023-10,24286.0,2020-02,44.0
T12464,2025-01-07,C243,Headphones,301.0,525.2337257881367,Creditcard,Pending,0,High,158095.35146222913,High,Tuesday,0.0,63238.140584891655,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2025-01,24301.0,2020-05,56.0
T12465,2021-09-18,C4816,Laptop,301.0,727.6440542237193,Paypal,Completed,0,High,219020.8603213395,High,Saturday,0.0,87608.34412853581,High,High,High,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2021-09,24261.0,2020-01,20.0
T12466,2022-12-19,C3733,Smartphone,121.0,997.6917175633027,Paypal,Failed,0,High,120720.69782515963,High,Monday,0.1,43459.451217057474,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2022-12,24276.0,2022-12,0.0
T12472,2020-03-19,C2929,Laptop,282.0,176.03025897829627,Creditcard,Completed,0,Standard,49640.533031879546,High,Thursday,0.05,18863.40255211423,,Standard,Standard,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2020-03,24243.0,2020-03,0.0
T12473,2022-08-27,C1951,Coffee Machine,450.0,523.122128544213,Creditcard,Pending,0,High,235404.95784489583,High,Saturday,0.05,89453.88398106041,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2022-08,24272.0,2021-08,12.0
T12481,2020-09-10,C1124,Smartphone,1.0,780.6536108994009,Cash,Pending,0,High,780.6536108994009,Medium,Thursday,0.0,312.2614443597604,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2020-09,24249.0,2020-06,3.0
T12483,2020-05-02,C1541,Laptop,364.0,241.7624206119026,Cash,Completed,0,Standard,88001.52110273254,High,Saturday,0.0,35200.60844109302,,Standard,Standard,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2020-05,24245.0,2020-05,0.0
T12485,2021-09-24,C1664,Laptop,9.0,443.3312978990196,Creditcard,Completed,0,Standard,3989.9816810911766,Medium,Friday,0.0,1595.9926724364707,,Standard,Standard,Branch D,Prague,Czechia,Elena,50.0755,14.4378,2021-09,24261.0,2020-08,13.0
T12488,2024-01-26,C836,Coffee Machine,9.0,628.667121015028,Paypal,Completed,0,High,5658.004089135252,Medium,Friday,0.0,2263.2016356541008,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2024-01,24289.0,2022-11,14.0
T12490,2020-02-09,C2090,Coffee Machine,3.0,227.77144594365183,Creditcard,Failed,0,Standard,683.3143378309555,Low,Sunday,0.05,259.6594483757631,,Standard,Standard,Branch B,Berlin,Germany,John,52.52,13.405,2020-02,24242.0,2020-02,0.0
T12491,2023-02-26,C4052,Smartphone,1.0,341.430655177174,Creditcard,Failed,0,Standard,341.430655177174,Low,Sunday,0.1,122.91503586378265,,Standard,Standard,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2023-02,24278.0,2021-08,18.0
T12492,2022-09-13,C4755,Headphones,9.0,525.2337257881367,Creditcard,Failed,0,High,4727.10353209323,Medium,Tuesday,0.15,1607.215200911698,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2022-09,24273.0,2020-02,31.0
T12494,2022-01-05,C2795,Headphones,701.0,844.9709829168307,Creditcard,Failed,0,High,592324.6590246983,High,Wednesday,0.0,236929.86360987934,High,High,High,Branch E,Vienna,Austria,Stefan,48.2082,16.3738,2022-01,24265.0,2022-01,0.0
T12497,2024-06-01,C4475,Smartphone,882.0,333.9499298297901,Paypal,Pending,0,Standard,294543.83810987487,High,Saturday,0.0,117817.53524394995,,Standard,Standard,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2024-06,24294.0,2021-12,30.0
T12498,2020-10-30,C1818,Smartphone,773.0,335.8114478376507,Creditcard,Completed,0,Standard,259582.249178504,High,Friday,0.15,88257.96472069137,,Standard,Standard,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2020-10,24250.0,2020-03,7.0
T12499,2024-11-27,C1225,Coffee Machine,1.0,349.6453452096838,Paypal,Completed,0,Standard,349.6453452096838,Low,Wednesday,0.0,139.8581380838735,,Standard,Standard,Branch B,Berlin,Germany,John,52.52,13.405,2024-11,24299.0,2020-03,56.0
T12500,2022-01-31,C2631,Smartphone,572.0,525.395978574806,Creditcard,Not specified,0,High,300526.49974478903,High,Monday,0.0,120210.59989791561,High,High,High,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2022-01,24265.0,2020-08,17.0
T12504,2022-05-18,C3947,Smartphone,8.0,73.63,Cash,Pending,0,Standard,589.04,Low,Wednesday,0.1,212.0544,,Standard,Standard,Branch A,Warsaw,Poland,Anna,52.2297,21.0122,2022-05,24269.0,2021-02,15.0
T12505,2024-01-06,C469,Coffee Machine,1.0,527.6159210611108,Paypal,Completed,0,High,527.6159210611108,Low,Saturday,0.15,179.3894131607777,High,High,High,Branch B,Berlin,Germany,John,52.52,13.405,2024-01,24289.0,2022-04,21.0
